hhid,sectionn1,sectionn3,sectionn4,sectionn5
270,shovel,yes,2,160
270,hoe,yes,3,300
270,winnower,yes,3,200
270,horse/donkey cart for agriculture,no,,
270,water pump,no,,
270,tractor/hand-held motorized tiller,no,,
270,chemical sprayer (mercha),no,,
270,improved charcoal/wood stove,yes,1,50
270,kerosene stove,no,,
270,modern bed,no,,
270,sofa/couch,no,,
270,modern chair,no,,
270,modern table,no,,
270,radio,no,,
270,television,no,,
270,electric fan,no,,
270,mobile phone,no,,
270,bicycle,no,,
270,motorbike,no,,
270,car or truck,no,,
270,grain mill house,no,,
270,sewing machine,no,,
271,axe(metrebia),yes,2,30
271,pick-axe (doma),yes,1,50
271,sickle,yes,1,20
271,plough (include all related parts),yes,1,150
271,yoke,yes,1,80
271,hay fork,yes,2,160
271,shovel,no,,
271,hoe,yes,2,140
271,winnower,no,,
271,horse/donkey cart for agriculture,no,,
271,water pump,no,,
271,tractor/hand-held motorized tiller,no,,
271,chemical sprayer (mercha),no,,
271,improved charcoal/wood stove,yes,1,30
271,kerosene stove,no,,
271,modern bed,no,,
271,sofa/couch,no,,
271,modern chair,no,,
271,modern table,no,,
271,radio,yes,1,100
271,television,no,,
271,electric fan,no,,
271,mobile phone,no,,
271,bicycle,no,,
271,motorbike,no,,
271,car or truck,no,,
271,grain mill house,no,,
271,sewing machine,no,,
360,axe(metrebia),yes,2,80
360,pick-axe (doma),no,,
360,sickle,yes,1,50
360,plough (include all related parts),yes,1,120
360,yoke,yes,1,100
360,hay fork,yes,2,150
360,shovel,yes,1,40
360,hoe,yes,1,30
360,winnower,yes,2,120
360,horse/donkey cart for agriculture,yes,1,1400
360,water pump,no,,
360,tractor/hand-held motorized tiller,no,,
360,chemical sprayer (mercha),no,,
360,improved charcoal/wood stove,yes,1,20
360,kerosene stove,no,,
360,modern bed,no,,
360,sofa/couch,no,,
360,modern chair,no,,
360,modern table,no,,
360,radio,no,,
360,television,no,,
360,electric fan,no,,
360,mobile phone,yes,1,400
360,bicycle,no,,
360,motorbike,no,,
360,car or truck,no,,
360,grain mill house,no,,
360,sewing machine,no,,
272,axe(metrebia),yes,1,40
272,pick-axe (doma),yes,1,50
272,sickle,yes,1,80
272,plough (include all related parts),yes,1,60
272,yoke,yes,1,60
272,hay fork,yes,1,60
272,shovel,yes,1,70
272,hoe,yes,1,80
272,winnower,yes,2,90
272,horse/donkey cart for agriculture,no,,
272,water pump,no,,
272,tractor/hand-held motorized tiller,no,,
272,chemical sprayer (mercha),no,,
272,improved charcoal/wood stove,yes,1,20
272,kerosene stove,no,,
272,modern bed,yes,1,800
272,sofa/couch,no,,
272,modern chair,no,,
272,modern table,no,,
272,radio,no,,
272,television,no,,
272,electric fan,no,,
272,mobile phone,yes,1,400
272,bicycle,no,,
272,motorbike,no,,
272,car or truck,no,,
272,grain mill house,no,,
272,sewing machine,no,,
273,axe(metrebia),yes,2,150
273,pick-axe (doma),yes,1,80
273,sickle,yes,1,40
273,plough (include all related parts),yes,1,100
273,yoke,yes,1,50
273,hay fork,yes,1,80
273,shovel,yes,1,60
273,hoe,yes,1,40
273,winnower,yes,1,80
273,horse/donkey cart for agriculture,no,,
273,water pump,no,,
273,tractor/hand-held motorized tiller,no,,
273,chemical sprayer (mercha),no,,
273,improved charcoal/wood stove,no,,
273,kerosene stove,no,,
273,modern bed,no,,
273,sofa/couch,no,,
273,modern chair,no,,
273,modern table,no,,
273,radio,no,,
273,television,no,,
273,electric fan,no,,
273,mobile phone,no,,
273,bicycle,no,,
273,motorbike,no,,
273,car or truck,no,,
273,grain mill house,no,,
273,sewing machine,no,,
274,axe(metrebia),yes,2,50
274,pick-axe (doma),no,,
274,sickle,yes,2,70
274,plough (include all related parts),yes,2,200
274,yoke,yes,2,90
274,hay fork,yes,1,40
274,shovel,yes,1,50
274,hoe,yes,1,70
274,winnower,yes,1,80
274,horse/donkey cart for agriculture,yes,1,1400
274,water pump,no,,
274,tractor/hand-held motorized tiller,no,,
274,chemical sprayer (mercha),no,,
274,improved charcoal/wood stove,yes,1,30
274,kerosene stove,no,,
274,modern bed,yes,1,1000
274,sofa/couch,no,,
274,modern chair,no,,
274,modern table,no,,
274,radio,yes,1,150
274,television,no,,
274,electric fan,no,,
274,mobile phone,yes,1,500
274,bicycle,no,,
274,motorbike,no,,
274,car or truck,no,,
274,grain mill house,no,,
274,sewing machine,no,,
275,axe(metrebia),yes,3,120
275,pick-axe (doma),yes,4,200
275,sickle,yes,2,100
275,plough (include all related parts),yes,2,300
275,yoke,yes,2,120
275,hay fork,yes,2,150
275,shovel,yes,3,250
275,hoe,yes,2,140
275,winnower,yes,3,180
275,horse/donkey cart for agriculture,no,,
275,water pump,no,,
275,tractor/hand-held motorized tiller,no,,
275,chemical sprayer (mercha),no,,
275,improved charcoal/wood stove,no,,
275,kerosene stove,no,,
275,modern bed,no,,
275,sofa/couch,no,,
275,modern chair,no,,
275,modern table,no,,
275,radio,no,,
275,television,no,,
275,electric fan,no,,
275,mobile phone,no,,
275,bicycle,no,,
275,motorbike,no,,
275,car or truck,no,,
275,grain mill house,no,,
275,sewing machine,no,,
276,axe(metrebia),yes,2,100
276,pick-axe (doma),no,,
276,sickle,yes,3,120
276,plough (include all related parts),yes,2,200
276,yoke,yes,2,60
276,hay fork,yes,2,100
276,shovel,no,,
276,hoe,no,,
276,winnower,yes,1,60
276,horse/donkey cart for agriculture,yes,1,120
276,water pump,no,,
276,tractor/hand-held motorized tiller,no,,
276,chemical sprayer (mercha),no,,
276,improved charcoal/wood stove,no,,
276,kerosene stove,no,,
276,modern bed,no,,
276,sofa/couch,no,,
276,modern chair,no,,
276,modern table,no,,
276,radio,yes,1,300
276,television,no,,
276,electric fan,no,,
276,mobile phone,no,,
276,bicycle,no,,
276,motorbike,no,,
276,car or truck,no,,
276,grain mill house,no,,
276,sewing machine,no,,
277,axe(metrebia),yes,2,150
277,pick-axe (doma),no,,
277,sickle,yes,1,70
277,plough (include all related parts),yes,1,300
277,yoke,yes,1,60
277,hay fork,yes,1,60
277,shovel,yes,1,70
277,hoe,no,,
277,winnower,no,,
277,horse/donkey cart for agriculture,no,,
277,water pump,no,,
277,tractor/hand-held motorized tiller,no,,
277,chemical sprayer (mercha),no,,
277,improved charcoal/wood stove,no,,
277,kerosene stove,no,,
277,modern bed,no,,
277,sofa/couch,no,,
277,modern chair,no,,
277,modern table,no,,
277,radio,no,,
277,television,no,,
277,electric fan,no,,
277,mobile phone,no,,
277,bicycle,no,,
277,motorbike,no,,
277,car or truck,no,,
277,grain mill house,no,,
277,sewing machine,no,,
278,axe(metrebia),yes,2,150
278,pick-axe (doma),yes,1,100
278,sickle,yes,3,180
278,plough (include all related parts),yes,2,600
278,yoke,yes,2,120
278,hay fork,yes,2,120
278,shovel,yes,1,80
278,hoe,no,,
278,winnower,no,,
278,horse/donkey cart for agriculture,no,,
278,water pump,no,,
278,tractor/hand-held motorized tiller,no,,
278,chemical sprayer (mercha),yes,1,300
278,improved charcoal/wood stove,no,,
278,kerosene stove,no,,
278,modern bed,no,,
278,sofa/couch,no,,
278,modern chair,no,,
278,modern table,no,,
278,radio,no,,
278,television,no,,
278,electric fan,no,,
278,mobile phone,no,,
278,bicycle,no,,
278,motorbike,no,,
278,car or truck,no,,
278,grain mill house,no,,
278,sewing machine,no,,
279,axe(metrebia),yes,2,100
279,pick-axe (doma),no,,
279,sickle,yes,2,100
279,plough (include all related parts),yes,2,40
279,yoke,yes,2,60
279,hay fork,yes,1,60
279,shovel,no,,
279,hoe,no,,
279,winnower,yes,2,40
279,horse/donkey cart for agriculture,yes,1,1000
279,water pump,no,,
279,tractor/hand-held motorized tiller,no,,
279,chemical sprayer (mercha),no,,
279,improved charcoal/wood stove,no,,
279,kerosene stove,no,,
279,modern bed,yes,2,2000
279,sofa/couch,no,,
279,modern chair,yes,7,2800
279,modern table,no,,
279,radio,yes,2,300
279,television,no,,
279,electric fan,no,,
279,mobile phone,yes,1,300
279,bicycle,no,,
279,motorbike,no,,
279,car or truck,no,,
279,grain mill house,no,,
279,sewing machine,no,,
280,axe(metrebia),yes,2,150
280,pick-axe (doma),no,,
280,sickle,yes,3,180
280,plough (include all related parts),yes,1,320
280,yoke,yes,1,60
280,hay fork,no,,
280,shovel,yes,1,70
280,hoe,no,,
280,winnower,yes,1,80
280,horse/donkey cart for agriculture,no,,
280,water pump,no,,
280,tractor/hand-held motorized tiller,no,,
280,chemical sprayer (mercha),yes,1,320
280,improved charcoal/wood stove,no,,
280,kerosene stove,no,,
280,modern bed,yes,1,1400
280,sofa/couch,no,,
280,modern chair,no,,
280,modern table,no,,
280,radio,yes,1,300
280,television,no,,
280,electric fan,no,,
280,mobile phone,no,,
280,bicycle,no,,
280,motorbike,no,,
280,car or truck,no,,
280,grain mill house,no,,
280,sewing machine,no,,
281,axe(metrebia),yes,1,50
281,pick-axe (doma),no,,
281,sickle,yes,1,60
281,plough (include all related parts),yes,1,50
281,yoke,yes,1,50
281,hay fork,yes,1,40
281,shovel,no,,
281,hoe,no,,
281,winnower,yes,1,30
281,horse/donkey cart for agriculture,no,,
281,water pump,no,,
281,tractor/hand-held motorized tiller,no,,
281,chemical sprayer (mercha),no,,
281,improved charcoal/wood stove,no,,
281,kerosene stove,no,,
281,modern bed,no,,
281,sofa/couch,no,,
281,modern chair,no,,
281,modern table,no,,
281,radio,no,,
281,television,no,,
281,electric fan,no,,
281,mobile phone,no,,
281,bicycle,no,,
281,motorbike,no,,
281,car or truck,no,,
281,grain mill house,no,,
281,sewing machine,no,,
282,axe(metrebia),yes,1,40
282,pick-axe (doma),yes,1,25
282,sickle,yes,1,70
282,plough (include all related parts),yes,2,120
282,yoke,yes,2,80
282,hay fork,yes,2,100
282,shovel,yes,1,90
282,hoe,no,,
282,winnower,yes,1,150
282,horse/donkey cart for agriculture,no,,
282,water pump,no,,
282,tractor/hand-held motorized tiller,no,,
282,chemical sprayer (mercha),no,,
282,improved charcoal/wood stove,no,,
282,kerosene stove,no,,
282,modern bed,no,,
282,sofa/couch,no,,
282,modern chair,no,,
282,modern table,no,,
282,radio,yes,1,120
282,television,no,,
282,electric fan,no,,
282,mobile phone,no,,
282,bicycle,no,,
282,motorbike,no,,
282,car or truck,no,,
282,grain mill house,no,,
282,sewing machine,no,,
283,axe(metrebia),yes,2,200
283,pick-axe (doma),yes,2,40
283,sickle,yes,2,40
283,plough (include all related parts),yes,2,100
283,yoke,yes,2,60
283,hay fork,yes,2,60
283,shovel,yes,1,50
283,hoe,yes,1,70
283,winnower,no,,
283,horse/donkey cart for agriculture,yes,2,6700
283,water pump,no,,
283,tractor/hand-held motorized tiller,no,,
283,chemical sprayer (mercha),no,,
283,improved charcoal/wood stove,no,,
283,kerosene stove,no,,
283,modern bed,no,,
283,sofa/couch,no,,
283,modern chair,no,,
283,modern table,no,,
283,radio,yes,1,100
283,television,no,,
283,electric fan,no,,
283,mobile phone,yes,1,400
283,bicycle,no,,
283,motorbike,no,,
283,car or truck,no,,
283,grain mill house,no,,
283,sewing machine,no,,
284,axe(metrebia),yes,1,30
284,pick-axe (doma),no,,
284,sickle,yes,2,140
284,plough (include all related parts),yes,2,220
284,yoke,yes,2,60
284,hay fork,yes,1,35
284,shovel,no,,
284,hoe,no,,
284,winnower,no,,
284,horse/donkey cart for agriculture,yes,1,1400
284,water pump,no,,
284,tractor/hand-held motorized tiller,no,,
284,chemical sprayer (mercha),no,,
284,improved charcoal/wood stove,no,,
284,kerosene stove,no,,
284,modern bed,no,,
284,sofa/couch,no,,
284,modern chair,no,,
284,modern table,no,,
284,radio,yes,1,100
284,television,no,,
284,electric fan,no,,
284,mobile phone,no,,
284,bicycle,no,,
284,motorbike,no,,
284,car or truck,no,,
284,grain mill house,no,,
284,sewing machine,no,,
285,axe(metrebia),yes,2,140
285,pick-axe (doma),no,,
285,sickle,yes,2,120
285,plough (include all related parts),yes,1,280
285,yoke,yes,2,120
285,hay fork,yes,2,120
285,shovel,yes,1,80
285,hoe,no,,
285,winnower,no,,
285,horse/donkey cart for agriculture,no,,
285,water pump,no,,
285,tractor/hand-held motorized tiller,no,,
285,chemical sprayer (mercha),yes,1,700
285,improved charcoal/wood stove,no,,
285,kerosene stove,yes,1,120
285,modern bed,yes,1,1400
285,sofa/couch,no,,
285,modern chair,no,,
285,modern table,no,,
285,radio,no,,
285,television,no,,
285,electric fan,no,,
285,mobile phone,no,,
285,bicycle,no,,
285,motorbike,no,,
285,car or truck,no,,
285,grain mill house,no,,
285,sewing machine,no,,
286,axe(metrebia),yes,2,150
286,pick-axe (doma),no,,
286,sickle,yes,1,70
286,plough (include all related parts),yes,1,280
286,yoke,yes,1,60
286,hay fork,yes,2,60
286,shovel,yes,1,70
286,hoe,no,,
286,winnower,no,,
286,horse/donkey cart for agriculture,no,,
286,water pump,no,,
286,tractor/hand-held motorized tiller,no,,
286,chemical sprayer (mercha),yes,1,700
286,improved charcoal/wood stove,no,,
286,kerosene stove,yes,1,100
286,modern bed,yes,1,1400
286,sofa/couch,no,,
286,modern chair,no,,
286,modern table,no,,
286,radio,no,,
286,television,no,,
286,electric fan,no,,
286,mobile phone,yes,1,500
286,bicycle,yes,1,1100
286,motorbike,no,,
286,car or truck,no,,
286,grain mill house,no,,
286,sewing machine,no,,
287,axe(metrebia),yes,2,140
287,pick-axe (doma),no,,
287,sickle,yes,1,70
287,plough (include all related parts),yes,1,250
287,yoke,yes,1,60
287,hay fork,yes,1,60
287,shovel,yes,1,80
287,hoe,no,,
287,winnower,no,,
287,horse/donkey cart for agriculture,no,,
287,water pump,no,,
287,tractor/hand-held motorized tiller,no,,
287,chemical sprayer (mercha),no,,
287,improved charcoal/wood stove,no,,
287,kerosene stove,no,,
287,modern bed,no,,
287,sofa/couch,no,,
287,modern chair,no,,
287,modern table,no,,
287,radio,no,,
287,television,no,,
287,electric fan,no,,
287,mobile phone,no,,
287,bicycle,no,,
287,motorbike,no,,
287,car or truck,no,,
287,grain mill house,no,,
287,sewing machine,no,,
288,axe(metrebia),yes,2,40
288,pick-axe (doma),no,,
288,sickle,yes,2,50
288,plough (include all related parts),yes,1,200
288,yoke,yes,1,60
288,hay fork,yes,1,60
288,shovel,yes,1,40
288,hoe,no,,
288,winnower,no,,
288,horse/donkey cart for agriculture,no,,
288,water pump,no,,
288,tractor/hand-held motorized tiller,no,,
288,chemical sprayer (mercha),no,,
288,improved charcoal/wood stove,no,,
288,kerosene stove,no,,
288,modern bed,no,,
288,sofa/couch,no,,
288,modern chair,no,,
288,modern table,no,,
288,radio,no,,
288,television,no,,
288,electric fan,no,,
288,mobile phone,no,,
288,bicycle,no,,
288,motorbike,no,,
288,car or truck,no,,
288,grain mill house,no,,
288,sewing machine,no,,
289,axe(metrebia),yes,1,150
289,pick-axe (doma),no,,
289,sickle,yes,3,90
289,plough (include all related parts),yes,4,210
289,yoke,yes,3,75
289,hay fork,yes,1,35
289,shovel,no,,
289,hoe,no,,
289,winnower,yes,1,50
289,horse/donkey cart for agriculture,yes,1,3000
289,water pump,no,,
289,tractor/hand-held motorized tiller,no,,
289,chemical sprayer (mercha),yes,1,150
289,improved charcoal/wood stove,yes,1,50
289,kerosene stove,no,,
289,modern bed,yes,1,1400
289,sofa/couch,no,,
289,modern chair,no,,
289,modern table,no,,
289,radio,no,,
289,television,no,,
289,electric fan,no,,
289,mobile phone,yes,1,400
289,bicycle,no,,
289,motorbike,no,,
289,car or truck,no,,
289,grain mill house,no,,
289,sewing machine,no,,
290,axe(metrebia),yes,2,150
290,pick-axe (doma),no,,
290,sickle,yes,1,70
290,plough (include all related parts),yes,2,400
290,yoke,yes,2,120
290,hay fork,yes,1,60
290,shovel,no,,
290,hoe,no,,
290,winnower,yes,1,80
290,horse/donkey cart for agriculture,no,,
290,water pump,no,,
290,tractor/hand-held motorized tiller,no,,
290,chemical sprayer (mercha),yes,1,700
290,improved charcoal/wood stove,no,,
290,kerosene stove,no,,
290,modern bed,yes,1,1400
290,sofa/couch,yes,1,5000
290,modern chair,no,,
290,modern table,no,,
290,radio,no,,
290,television,no,,
290,electric fan,no,,
290,mobile phone,no,,
290,bicycle,no,,
290,motorbike,no,,
290,car or truck,no,,
290,grain mill house,no,,
290,sewing machine,no,,
291,axe(metrebia),yes,1,60
291,pick-axe (doma),no,,
291,sickle,yes,1,70
291,plough (include all related parts),yes,1,400
291,yoke,yes,1,60
291,hay fork,yes,1,60
291,shovel,no,,
291,hoe,no,,
291,winnower,yes,1,70
291,horse/donkey cart for agriculture,no,,
291,water pump,no,,
291,tractor/hand-held motorized tiller,no,,
291,chemical sprayer (mercha),no,,
291,improved charcoal/wood stove,no,,
291,kerosene stove,no,,
291,modern bed,no,,
291,sofa/couch,no,,
291,modern chair,no,,
291,modern table,no,,
291,radio,no,,
291,television,no,,
291,electric fan,no,,
291,mobile phone,no,,
291,bicycle,no,,
291,motorbike,no,,
291,car or truck,no,,
291,grain mill house,no,,
291,sewing machine,no,,
292,axe(metrebia),yes,2,100
292,pick-axe (doma),no,,
292,sickle,yes,2,120
292,plough (include all related parts),yes,3,300
292,yoke,yes,2,150
292,hay fork,yes,4,200
292,shovel,no,,
292,hoe,no,,
292,winnower,yes,1,100
292,horse/donkey cart for agriculture,yes,1,300
292,water pump,yes,1,7000
292,tractor/hand-held motorized tiller,no,,
292,chemical sprayer (mercha),yes,1,500
292,improved charcoal/wood stove,no,,
292,kerosene stove,yes,1,70
292,modern bed,yes,1,2000
292,sofa/couch,no,,
292,modern chair,no,,
292,modern table,no,,
292,radio,yes,1,300
292,television,no,,
292,electric fan,no,,
292,mobile phone,yes,1,500
292,bicycle,yes,1,1500
292,motorbike,no,,
292,car or truck,no,,
292,grain mill house,no,,
292,sewing machine,no,,
293,axe(metrebia),yes,50,2
293,pick-axe (doma),yes,1,30
293,sickle,yes,2,100
293,plough (include all related parts),yes,2,100
293,yoke,yes,2,100
293,hay fork,yes,2,80
293,shovel,no,,
293,hoe,no,,
293,winnower,yes,1,40
293,horse/donkey cart for agriculture,no,,
293,water pump,no,,
293,tractor/hand-held motorized tiller,no,,
293,chemical sprayer (mercha),no,,
293,improved charcoal/wood stove,no,,
