hhid,sectiona1,sectiona2,sectiona3,sectiona4,sectiona5,sectiona6,sectiona7,sectiona8,sectiona9,sectiona10
842,5,male,13,child,single,yes,3rd grade,yes,,student
842,6,male,6,child,,yes,did not complete any schooling,no,too young,
843,1,male,55,household head,married,yes,did not complete any schooling,yes,,agriculture
843,2,female,45,spouse,married,yes,did not complete any schooling,yes,,household work
843,3,female,21,child,single,yes,10nth grade,yes,,no precise occupation
843,4,male,19,child,single,yes,10nth grade,yes,,no precise occupation
843,5,female,14,child,single,yes,4th grade,no,student,
843,6,male,11,child,,yes,3rd grade,no,student,
844,1,male,54,household head,married,yes,did not complete any schooling,yes,,agriculture
844,2,female,33,spouse,married,yes,did not complete any schooling,yes,,household work
844,3,male,13,child,single,yes,4th grade,no,student,
844,4,female,16,child,single,yes,5th grade,no,student,
844,5,female,10,child,,yes,2nd grade,no,student,
844,6,male,3,child,,no,,,,
845,1,male,40,household head,married,yes,did not complete any schooling,yes,,agriculture
845,2,female,30,spouse,married,yes,did not complete any schooling,yes,,household work
845,3,male,7,child,,yes,did not complete any schooling,yes,,household work
845,4,female,4,child,,no,,,,
845,5,male,0,child,,no,,,,
846,1,male,50,household head,married,yes,did not complete any schooling,yes,,agriculture
846,2,female,35,spouse,married,yes,did not complete any schooling,yes,,household work
846,3,male,15,child,single,yes,4th grade,yes,,student
846,4,male,13,child,single,yes,1st grade,yes,,student
846,5,female,5,child,,yes,1st grade,yes,,student
846,6,female,20,child,single,yes,did not complete any schooling,yes,,student
846,7,male,8,child,,yes,1st grade,yes,,student
847,1,male,33,household head,married,yes,did not complete any schooling,yes,,agriculture
847,2,female,30,spouse,married,yes,did not complete any schooling,yes,,household work
847,3,male,15,child,single,yes,4th grade,yes,,student
847,4,female,11,child,,yes,4th grade,no,too young,
847,5,male,7,child,,yes,did not complete any schooling,no,too young,
847,6,male,4,child,,no,,,,
848,1,male,32,household head,married,yes,5th grade,yes,,agriculture
848,2,female,30,spouse,married,yes,did not complete any schooling,yes,,household work
848,3,female,10,child,,yes,2nd grade,yes,,student
848,4,female,7,child,,yes,did not complete any schooling,no,too young,
848,5,male,3,child,,no,,,,
849,1,male,30,household head,married,yes,did not complete any schooling,yes,,agriculture
849,2,female,28,spouse,married,yes,did not complete any schooling,yes,,household work
849,3,male,8,child,,yes,1st grade,yes,,student
849,4,female,7,child,,yes,1st grade,yes,,student
849,5,female,5,child,,yes,did not complete any schooling,no,too young,
849,6,male,2,child,,no,,,,
850,1,male,55,household head,married,yes,did not complete any schooling,yes,,agriculture
850,2,female,40,spouse,married,yes,did not complete any schooling,yes,,household work
850,3,male,20,child,single,yes,9th grade,yes,,agriculture
850,4,female,16,child,single,yes,10nth grade,yes,,household work
850,5,male,10,child,,yes,4th grade,yes,,student
850,6,male,8,child,,yes,did not complete any schooling,no,too young,
850,101,male,18,child,single,yes,10nth grade,yes,,student
851,1,male,47,household head,married,yes,adult literacy program,yes,,agriculture
851,2,female,38,spouse,married,yes,adult literacy program,yes,,household work
851,3,male,18,child,married,yes,9th grade,no,student,
851,4,male,16,child,married,yes,6th grade,no,student,
851,5,female,14,child,married,yes,6th grade,no,student,
851,6,male,6,child,,yes,did not complete any schooling,no,too young,
851,7,female,2,child,,no,,,,
852,1,male,60,household head,married,yes,did not complete any schooling,yes,,agriculture
852,2,female,54,spouse,married,yes,did not complete any schooling,yes,,household work
852,3,male,18,child,divorced,yes,4th grade,no,student,
852,4,female,14,child,divorced,yes,7th grade,no,student,
853,1,male,42,household head,married,yes,4th grade,yes,,agriculture
853,2,female,39,spouse,married,yes,did not complete any schooling,yes,,household work
853,3,male,26,child,single,yes,10nth grade,no,student,
853,4,female,23,child,single,yes,9th grade,no,student,
853,5,female,16,child,single,yes,9th grade,no,student,
853,6,male,13,child,single,yes,3rd grade,no,student,
853,7,male,8,child,,yes,did not complete any schooling,no,too young,
854,1,male,45,household head,married,yes,did not complete any schooling,yes,,agriculture
854,2,female,38,spouse,married,yes,did not complete any schooling,yes,,household work
854,3,male,23,child,married,yes,2nd grade,yes,,agriculture
854,4,female,18,child,married,yes,did not complete any schooling,yes,,agriculture
854,5,male,15,child,single,yes,5th grade,no,student,
854,6,male,12,child,single,yes,6th grade,no,student,
854,7,male,9,child,,yes,2nd grade,no,student,
854,8,female,6,child,,yes,did not complete any schooling,no,too young,
855,1,male,60,household head,married,yes,did not complete any schooling,yes,,agriculture
855,2,female,45,spouse,married,yes,did not complete any schooling,yes,,household work
855,3,male,28,child,married,yes,completed higher education (not university),yes,,civil service
855,4,male,26,child,single,yes,10nth grade,no,student,
855,5,female,23,child,married,yes,did not complete any schooling,yes,,agriculture
855,6,male,20,child,single,yes,incomplete higher education (not university),no,student,
855,7,female,18,child,single,yes,9th grade,no,student,
855,8,female,13,child,single,yes,5th grade,no,student,
855,9,female,8,child,,yes,1st grade,no,student,
856,1,male,43,household head,married,yes,4th grade,yes,,agriculture
856,2,female,39,spouse,married,yes,adult literacy program,yes,,household work
856,3,female,16,child,single,yes,9th grade,yes,,student
856,4,female,12,child,single,yes,5th grade,yes,,student
856,5,female,7,child,,yes,1st grade,no,student,
856,6,female,3,child,,no,,,,
857,1,male,32,household head,married,yes,some church/mosque school,yes,,agriculture
857,2,female,25,spouse,married,yes,did not complete any schooling,yes,,household work
857,3,male,6,child,,yes,did not complete any schooling,no,too young,
857,4,male,3,child,,no,,,,
858,1,male,39,household head,married,yes,did not complete any schooling,yes,,agriculture
858,2,female,35,spouse,married,yes,did not complete any schooling,yes,,household work
858,3,female,18,child,married,yes,3rd grade,yes,,household work
858,4,male,16,child,married,yes,7th grade,yes,,student
858,5,female,14,child,single,yes,1st grade,yes,,student
858,6,male,12,child,single,yes,2nd grade,yes,,student
858,7,female,8,child,,yes,did not complete any schooling,no,too young,
858,8,female,4,child,,no,,,,
858,9,female,0,child,,no,,,,
859,1,male,30,household head,married,yes,did not complete any schooling,yes,,agriculture
859,2,female,27,spouse,married,yes,did not complete any schooling,yes,,household work
859,3,female,11,child,,yes,4th grade,yes,,student
859,4,male,9,child,,yes,2nd grade,yes,,student
859,5,female,7,child,,yes,1st grade,no,student,
859,6,male,5,child,,yes,did not complete any schooling,no,too young,
859,7,female,3,child,,no,,,,
860,1,male,70,household head,married,yes,did not complete any schooling,yes,,agriculture
860,2,female,60,spouse,married,yes,did not complete any schooling,yes,,household work
860,3,female,30,child,divorced,yes,did not complete any schooling,yes,,agriculture
860,4,female,27,child,divorced,yes,12th grade,yes,,agriculture
860,5,male,25,child,single,yes,adult literacy program,yes,,agriculture
860,6,male,20,child,single,yes,6th grade,yes,,student
860,7,male,15,child,single,yes,6th grade,yes,,student
860,8,female,8,grandchild,,yes,2nd grade,no,student,
860,9,female,4,grandchild,,no,,,,
861,1,male,47,household head,married,yes,did not complete any schooling,yes,,agriculture
861,2,female,38,spouse,married,yes,did not complete any schooling,yes,,household work
861,3,male,20,child,married,yes,4th grade,yes,,agriculture
861,4,female,17,child,married,yes,3rd grade,yes,,student
861,5,male,14,child,single,yes,2nd grade,yes,,student
861,6,female,11,child,,yes,1st grade,no,student,
861,7,female,8,child,,yes,did not complete any schooling,no,too young,
861,8,female,5,child,,yes,did not complete any schooling,no,too young,
862,1,male,72,household head,married,yes,did not complete any schooling,yes,,agriculture
862,2,female,60,spouse,married,yes,did not complete any schooling,yes,,household work
862,3,female,18,grandchild,separated,yes,3rd grade,yes,,household work
862,4,male,10,grandchild,,yes,did not complete any schooling,yes,,livestock
863,1,male,35,household head,married,yes,2nd grade,yes,,agriculture
863,2,female,32,spouse,married,yes,did not complete any schooling,yes,,household work
863,3,male,18,child,single,yes,2nd grade,yes,,student
863,4,female,8,child,,yes,1st grade,yes,,student
863,5,female,1,child,,no,,,,
864,1,male,50,household head,married,yes,did not complete any schooling,yes,,agriculture
864,2,female,40,spouse,married,yes,did not complete any schooling,yes,,household work
864,3,male,25,household head,married,yes,1st grade,yes,,agriculture
864,4,female,13,child,married,yes,9th grade,yes,,student
864,5,male,11,child,,yes,3rd grade,yes,,student
864,6,female,8,child,,yes,1st grade,no,student,
864,7,female,7,child,,yes,1st grade,no,student,
864,8,male,1,child,,no,,,,
865,1,male,65,household head,married,yes,did not complete any schooling,yes,,agriculture
865,2,female,43,spouse,married,yes,did not complete any schooling,yes,,household work
865,3,female,16,child,married,yes,did not complete any schooling,yes,,household work
865,4,female,13,child,married,yes,3rd grade,yes,,student
865,5,male,9,child,,yes,1st grade,no,student,
865,6,female,4,child,,no,,,,
866,1,female,50,household head,divorced,yes,did not complete any schooling,yes,,household work
866,2,female,9,child,,yes,2nd grade,no,student,
866,3,male,19,child,married,yes,10nth grade,no,student,
866,4,male,16,child,married,yes,did not complete any schooling,yes,,household work
866,5,male,21,child,married,yes,did not complete any schooling,yes,,household work
867,1,male,41,household head,married,yes,some church/mosque school,yes,,agriculture
867,2,female,28,spouse,married,yes,did not complete any schooling,yes,,household work
867,3,female,14,child,single,yes,6th grade,yes,,student
867,4,female,9,child,,yes,2nd grade,yes,,student
867,5,male,6,child,,yes,did not complete any schooling,no,too young,
868,1,male,60,household head,married,yes,did not complete any schooling,yes,,agriculture
868,2,female,60,spouse,married,yes,did not complete any schooling,yes,,household work
868,3,male,16,child,single,yes,1st grade,yes,,student
868,4,male,20,child,divorced,yes,8th grade,yes,,student
868,5,female,18,child,divorced,yes,7th grade,yes,,student
868,6,female,5,child,,yes,did not complete any schooling,no,too young,
869,1,male,80,household head,married,yes,some church/mosque school,no,too old,
869,2,female,71,spouse,married,yes,did not complete any schooling,yes,,household work
869,3,male,21,child,married,yes,8th grade,yes,,agriculture
869,4,female,16,other relation,married,yes,5th grade,yes,,student
869,5,female,12,other relation,married,yes,2nd grade,yes,,student
870,1,male,54,household head,married,yes,did not complete any schooling,yes,,agriculture
870,2,female,42,spouse,married,yes,did not complete any schooling,yes,,household work
870,3,female,12,other relation,single,yes,did not complete any schooling,no,sick,
870,4,male,9,child,,yes,1st grade,yes,,student
870,5,male,18,child,single,yes,5th grade,yes,,student
870,6,male,12,child,single,yes,4th grade,yes,,student
871,1,male,40,household head,married,yes,did not complete any schooling,yes,,agriculture
871,2,female,28,spouse,married,yes,did not complete any schooling,yes,,household work
871,3,male,12,child,single,yes,4th grade,yes,,student
871,4,female,10,child,,yes,2nd grade,yes,,student
871,5,female,7,child,,yes,did not complete any schooling,no,too young,
871,6,male,3,child,,no,,,,
872,1,male,29,household head,married,yes,2nd grade,yes,,agriculture
872,2,female,25,spouse,married,yes,did not complete any schooling,yes,,household work
872,3,male,8,child,,yes,2nd grade,no,too young,
872,4,male,3,child,,no,,,,
873,1,male,28,household head,married,yes,did not complete any schooling,yes,,agriculture
873,2,female,24,spouse,married,yes,did not complete any schooling,yes,,household work
873,3,male,7,child,,yes,did not complete any schooling,yes,,household work
873,4,female,4,child,,no,,,,
874,1,male,40,household head,married,yes,did not complete any schooling,yes,,agriculture
