hhid,sectionc1,sectionc2a,sectionc2b,sectionc2c,sectionc3,sectionc4,sectionc5,sectionc6,sectionc7,sectionc8,sectionc9a,sectionc9b,sectionc10,sectionc11,sectionc12,sectionc13
802,2,1,timad,.25,teuf,5,rain,31,yes,allocated by government,yes,yes,,,annual crop,1
802,3,1,timad,.25,teuf,5,rain,31,yes,allocated by government,yes,yes,,,annual crop,1
802,4,2,timad,.5,teuf,8,rain,31,yes,allocated by government,yes,yes,,,annual crop,1
803,1,.5,timad,.125,lem,0,rain,31,yes,allocated by government,yes,yes,,,annual crop,1
803,2,2,timad,.5,lem,10,rain,31,yes,allocated by government,yes,yes,,,annual crop,1
803,3,1,timad,.25,teuf,15,rain,31,yes,allocated by government,yes,yes,,,annual crop,1
804,1,1,timad,.25,lem,0,rain,13,yes,inherited,yes,yes,,,annual crop,1
804,2,.5,timad,.125,lem,10,rain,13,yes,inherited,yes,yes,,,annual crop,1
804,3,2,timad,.5,lem-teuf,10,rain,13,yes,inherited,yes,yes,,,annual crop,1
804,4,.5,timad,.125,lem,15,rain,2,"no, we share-cropped in",,,,.5,not available,annual crop,1
805,1,.5,timad,.125,lem-teuf,0,rain,31,yes,allocated by government,yes,yes,,,annual crop,1
805,2,1,timad,.25,lem,10,rain,31,yes,allocated by government,yes,yes,,,annual crop,1
805,3,1,timad,.25,teuf,15,rain,31,yes,allocated by government,yes,yes,,,annual crop,1
805,4,1,timad,.25,lem,20,rain,15,"no, we share-cropped in",,,,.5,not available,annual crop,1
806,1,2,timad,.5,lem,0,rain,51,yes,allocated by family,yes,yes,,,annual crop,1
806,2,1.5,timad,.375,lem,10,rain,51,yes,allocated by family,yes,yes,,,annual crop,1
806,3,2,timad,.5,lem,15,rain,38,yes,allocated by family,yes,yes,,,annual crop,1
806,4,2,timad,.5,lem-teuf,0,rain,2,"no, we share-cropped in",,,,.5,not available,annual crop,1
806,5,1,timad,.25,lem,0,rain,1,"no, we share-cropped in",,,,.5,not available,annual crop,1
806,6,1,timad,.25,lem,10,rain,1,"no, we share-cropped in",,,,.5,not available,annual crop,1
807,1,2,timad,.5,lem-teuf,30,rain,44,yes,allocated by family,"no, we sharecrop it out","no, we sharecrop it out",.5,,annual crop,1
807,2,1.75,timad,.4375,lem-teuf,0,rain,30,yes,allocated by government,yes,yes,,,multiple uses,
807,3,2.25,timad,.5625,lem-teuf,5,rain,44,yes,allocated by family,yes,yes,,,annual crop,1
807,4,1,timad,.25,lem-teuf,0,rain,44,yes,allocated by family,yes,yes,,,multiple uses,
808,1,1.5,timad,.375,lem,0,rain,20,yes,allocated by family,yes,yes,,,annual crop,1
808,2,3,timad,.75,teuf,15,rain,20,yes,allocated by family,yes,yes,,,annual crop,1
808,3,1.5,timad,.375,lem-teuf,10,rain,20,yes,allocated by family,yes,yes,,,multiple uses,
808,4,3,timad,.75,teuf,20,rain,20,yes,allocated by family,yes,yes,,,annual crop,1
808,5,1.5,timad,.375,teuf,5,rain,2,"no, we share-cropped in",,,,.5,not available,annual crop,1
808,6,1,timad,.25,lem-teuf,15,rain,2,"no, we share-cropped in",,,,.5,not available,annual crop,1
809,1,3,timad,.75,lem-teuf,20,rain,25,yes,inherited,yes,yes,,,annual crop,1
809,2,1.08,timad,.27000001,lem-teuf,10,rain,25,yes,inherited,yes,yes,,,multiple uses,
809,3,1,timad,.25,lem-teuf,15,rain,25,yes,inherited,yes,yes,,,livestock/grazing,
809,4,2,timad,.5,lem,0,rain,25,yes,inherited,yes,yes,,,annual crop,1
809,5,1.1,timad,.27500001,teuf,0,rain,25,yes,inherited,yes,yes,,,multiple uses,
809,6,1,timad,.25,lem-teuf,5,rain,25,yes,inherited,yes,yes,,,annual crop,1
810,1,1.1,timad,.27500001,lem,0,rain,31,yes,allocated by family,yes,yes,,,annual crop,1
810,2,1.5,timad,.375,teuf,30,rain,31,yes,allocated by family,yes,yes,,,annual crop,1
810,3,3,timad,.75,lem-teuf,10,rain,31,yes,allocated by family,yes,yes,,,annual crop,1
810,4,.5,timad,.125,teuf,5,rain,31,yes,allocated by family,yes,yes,,,annual crop,1
811,1,1,timad,.25,lem-teuf,30,rain,30,yes,allocated by government,yes,yes,,,livestock/grazing,
811,2,2,timad,.5,lem-teuf,10,rain,30,yes,allocated by government,yes,yes,,,annual crop,1
811,3,1,timad,.25,lem-teuf,5,rain,30,yes,allocated by government,yes,yes,,,annual crop,1
812,1,2,timad,.5,teuf,30,rain,20,yes,allocated by government,yes,yes,,,annual crop,1
812,2,3,timad,.75,teuf,20,rain,20,yes,allocated by government,yes,yes,,,annual crop,1
813,1,2,timad,.5,teuf,10,rain,17,yes,allocated by family,yes,yes,,,annual crop,1
813,2,1.5,timad,.375,teuf,10,rain,17,yes,allocated by family,yes,yes,,,annual crop,1
813,3,.5,timad,.125,teuf,10,rain,17,yes,allocated by family,yes,yes,,,annual crop,1
813,4,.5,timad,.125,teuf,5,rain,17,yes,allocated by family,yes,yes,,,annual crop,1
814,1,2,timad,.5,teuf,10,rain,20,"no, we share-cropped in",,,,.5,not available,annual crop,1
814,2,2,timad,.5,teuf,30,rain,20,"no, we share-cropped in",,,,.5,not available,annual crop,1
814,3,.5,timad,.125,teuf,10,rain,20,"no, we share-cropped in",,,,.5,not available,annual crop,1
814,4,1.5,timad,.375,teuf,60,rain,16,yes,allocated by government,yes,yes,,,livestock/grazing,
815,1,1,timad,.25,lem,30,rain,16,yes,allocated by government,yes,yes,,,annual crop,1
815,2,1,timad,.25,lem,10,rain,18,yes,allocated by family,yes,yes,,,annual crop,1
815,3,2,timad,.5,lem,10,rain,1,"no, we share-cropped in",,,,.5,not available,annual crop,1
816,1,2,timad,.5,teuf,0,rain,40,yes,allocated by government,yes,yes,,,annual crop,1
816,2,1,timad,.25,lem-teuf,0,rain,40,yes,allocated by government,yes,yes,,,annual crop,1
816,3,1,timad,.25,teuf,0,rain,40,yes,allocated by family,yes,yes,,,annual crop,1
816,4,.5,timad,.125,lem,0,rain,40,yes,allocated by family,yes,yes,,,annual crop,1
816,5,2,timad,.5,lem-teuf,0,rain,5,"no, we share-cropped in",,,,.5,not available,annual crop,1
817,1,1,timad,.25,lem-teuf,10,rain,27,yes,allocated by family,yes,yes,,,annual crop,1
817,2,1,timad,.25,lem-teuf,0,rain,27,yes,allocated by family,yes,yes,,,annual crop,1
817,3,.5,timad,.125,lem,15,rain,27,yes,allocated by family,yes,yes,,,annual crop,1
817,4,1,timad,.25,teuf,10,rain,27,yes,allocated by family,yes,yes,,,annual crop,1
817,5,2,timad,.5,lem,0,rain,27,yes,allocated by family,yes,yes,,,annual crop,1
818,1,2,timad,.5,lem-teuf,0,rain,3,yes,inherited,yes,yes,,,annual crop,2
818,2,2,timad,.5,lem,10,rain,3,yes,inherited,yes,yes,,,annual crop,2
818,3,2.25,timad,.5625,lem-teuf,50,both,3,yes,inherited,yes,yes,,,annual crop,2
819,1,1,timad,.25,lem,10,rain,16,yes,allocated by family,yes,yes,,,annual crop,1
819,2,1.5,timad,.375,lem-teuf,15,rain,16,yes,allocated by family,yes,yes,,,annual crop,1
819,3,1,timad,.25,teuf,10,rain,16,yes,allocated by family,yes,yes,,,annual crop,2
819,4,2,timad,.5,teuf,0,rain,5,"no, we share-cropped in",,,,.5,not available,annual crop,1
819,5,2,timad,.5,lem-teuf,0,rain,5,"no, we share-cropped in",,,,.5,not available,annual crop,2
819,6,1,timad,.25,lem-teuf,0,rain,5,"no, we share-cropped in",,,,.5,not available,annual crop,1
820,1,2,timad,.5,teuf,20,rain,12,yes,inherited,yes,yes,,,annual crop,1
820,2,2,timad,.5,teuf,4,rain,12,yes,inherited,yes,yes,,,annual crop,1
820,3,2,timad,.5,lem-teuf,20,rain,12,yes,inherited,yes,yes,,,annual crop,1
821,1,1.5,timad,.375,lem,0,rain,22,yes,inherited,yes,yes,,,annual crop,1
821,2,1,timad,.25,teuf,10,rain,22,yes,inherited,yes,yes,,,annual crop,1
821,3,1.5,timad,.375,lem,10,rain,22,yes,inherited,yes,yes,,,annual crop,1
821,4,.5,timad,.125,teuf,15,rain,22,yes,inherited,yes,yes,,,annual crop,1
822,1,1,timad,.25,lem-teuf,1,rain,24,yes,inherited,yes,yes,,,annual crop,1
822,2,.5,timad,.125,teuf,5,rain,24,yes,inherited,yes,yes,,,annual crop,1
822,3,.5,timad,.125,teuf,7,rain,24,yes,inherited,yes,yes,,,annual crop,1
822,4,1,timad,.25,lem-teuf,10,rain,1,"no, we share-cropped in",,,,.5,not available,annual crop,1
823,1,1,timad,.25,lem,0,rain,5,yes,inherited,yes,yes,,,annual crop,1
823,2,1,timad,.25,lem-teuf,15,rain,5,yes,inherited,yes,yes,,,annual crop,1
824,1,1,timad,.25,lem-teuf,0,rain,6,yes,allocated by family,yes,yes,,,annual crop,1
824,2,1,timad,.25,lem-teuf,0,rain,6,yes,allocated by family,yes,yes,,,annual crop,1
824,3,.5,timad,.125,teuf,0,rain,6,yes,allocated by family,yes,yes,,,annual crop,1
825,1,3,timad,.75,lem-teuf,10,rain,2,yes,allocated by family,yes,yes,,,annual crop,1
825,2,3,timad,.75,teuf,10,rain,2,yes,allocated by family,yes,yes,,,annual crop,1
825,3,1.5,timad,.375,teuf,10,rain,1,"no, we share-cropped in",,,,.5,not available,annual crop,1
825,4,2,timad,.5,teuf,5,rain,2,yes,allocated by family,yes,yes,,,annual crop,1
825,5,1.5,timad,.375,teuf,15,rain,2,yes,allocated by family,yes,yes,,,livestock/grazing,
826,1,1.13,timad,.28200001,teuf,0,both,9,yes,allocated by family,yes,yes,,,multiple uses,
826,2,1,timad,.25,teuf,0,both,9,yes,allocated by family,yes,yes,,,annual crop,1
826,3,1,timad,.25,teuf,30,rain,2,"no, we share-cropped in",,,,.5,not available,annual crop,1
827,1,1,timad,.25,teuf,30,rain,2,"no, we share-cropped in",,,,.5,not available,annual crop,1
827,2,1,timad,.25,teuf,25,rain,2,"no, we share-cropped in",,,,.5,not available,annual crop,1
827,3,.5,timad,.125,teuf,5,rain,2,"no, we share-cropped in",,,,.5,not available,annual crop,1
827,4,.5,timad,.125,lem,2,rain,2,yes,inherited,yes,yes,,,livestock/grazing,
827,5,.5,timad,.125,lem,0,rain,2,yes,inherited,yes,yes,,,annual crop,2
827,6,.1,timad,.025,lem,0,both,2,yes,inherited,yes,yes,,,multiple uses,
827,7,2,timad,.5,lem-teuf,0,rain,10,"no, we share-cropped in",,,,.5,not available,annual crop,2
827,8,1,timad,.25,teuf,0,rain,2,"no, we share-cropped in",,,,.5,not available,annual crop,1
827,9,2,timad,.5,teuf,40,rain,3,"no, we share-cropped in",,,,.5,not available,annual crop,1
827,10,2,timad,.5,lem,5,rain,1,"no, we share-cropped in",,,,.5,not available,annual crop,1
827,11,2,timad,.5,teuf,5,rain,2,yes,inherited,yes,yes,,,fallow,
828,1,.56199998,timad,.14049999,lem-teuf,0,both,21,yes,allocated by family,yes,yes,,,annual crop,1
828,2,.25,timad,.0625,teuf,0,rain,21,yes,allocated by family,yes,yes,,,annual crop,1
828,3,1.5,timad,.375,teuf,10,both,21,yes,allocated by family,yes,yes,,,multiple uses,
828,4,1.063,timad,.26570001,teuf,15,both,21,yes,allocated by family,yes,yes,,,multiple uses,
828,5,.25,timad,.125,teuf,20,rain,21,yes,allocated by family,yes,yes,,,annual crop,1
828,6,.625,timad,.156,teuf,15,both,21,yes,allocated by family,yes,yes,,,annual crop,2
828,7,4,timad,1,teuf,15,rain,21,yes,allocated by family,yes,yes,,,annual crop,1
829,1,1.25,timad,.3125,lem-teuf,0,rain,38,yes,allocated by family,yes,yes,,,multiple uses,
829,2,1,timad,.25,lem-teuf,10,rain,38,yes,allocated by family,yes,yes,,,annual crop,1
829,3,2.5,timad,.625,teuf,15,rain,30,yes,allocated by family,yes,yes,,,annual crop,1
830,1,2,timad,.5,lem-teuf,0,rain,30,yes,allocated by family,yes,yes,,,annual crop,1
830,2,.5,timad,.125,teuf,5,both,30,yes,allocated by family,yes,yes,,,annual crop,2
830,3,1.25,timad,.3125,lem-teuf,10,rain,30,yes,allocated by family,yes,yes,,,annual crop,1
830,4,2,timad,.5,teuf,10,rain,30,yes,allocated by family,yes,yes,,,multiple uses,
830,5,2,timad,.5,teuf,15,rain,30,yes,allocated by family,yes,yes,,,livestock/grazing,
831,1,1,timad,.25,teuf,0,rain,30,yes,allocated by family,yes,yes,,,annual crop,1
831,2,1,timad,.25,teuf,10,rain,30,yes,allocated by family,yes,yes,,,annual crop,1
831,3,1,timad,.25,teuf,30,rain,30,yes,allocated by family,yes,yes,,,annual crop,1
831,4,1,timad,.25,teuf,30,rain,30,yes,allocated by family,yes,yes,,,livestock/grazing,
832,1,2,timad,.5,lem,0,rain,13,yes,inherited,yes,yes,,,annual crop,1
832,2,1,timad,.25,lem-teuf,10,rain,13,yes,inherited,yes,yes,,,annual crop,1
832,3,1,timad,.25,lem-teuf,10,rain,13,yes,inherited,yes,yes,,,annual crop,1
832,4,1,timad,.25,teuf,5,rain,13,yes,inherited,yes,yes,,,annual crop,1
833,1,1,timad,.25,lem-teuf,30,rain,12,yes,allocated by family,yes,yes,,,annual crop,1
833,2,.5,timad,.125,lem-teuf,10,rain,12,yes,allocated by family,yes,yes,,,annual crop,1
833,3,3,timad,.75,teuf,5,rain,1,"no, we rent it from others",,,,,800,annual crop,1
834,1,1,timad,.25,teuf,20,rain,25,yes,allocated by family,yes,yes,,,annual crop,1
834,2,1,timad,.25,teuf,30,rain,25,yes,allocated by family,yes,yes,,,annual crop,1
834,3,1,timad,.25,teuf,15,rain,4,"no, we rent it from others",,,,,800,annual crop,1
835,1,1,timad,.25,lem-teuf,15,rain,40,yes,allocated by family,yes,yes,,,annual crop,1
836,1,1,timad,.25,lem-teuf,0,rain,17,yes,allocated by family,yes,yes,,,annual crop,1
836,2,2,timad,.5,lem-teuf,0,rain,17,yes,allocated by family,yes,yes,,,annual crop,1
836,3,2,timad,.5,lem-teuf,15,rain,3,"no, we share-cropped in",,,,.5,not available,annual crop,1
836,4,1,timad,.25,lem-teuf,10,rain,3,"no, we share-cropped in",,,,.5,not available,annual crop,1
837,1,1.125,timad,.28125,teuf,20,rain,16,yes,allocated by government,yes,yes,,,annual crop,1
837,2,1,timad,.25,lem,30,rain,16,yes,allocated by government,yes,yes,,,annual crop,1
837,3,1,timad,.25,lem,10,rain,30,yes,allocated by family,yes,yes,,,annual crop,1
838,1,.5,timad,.125,lem,10,rain,22,yes,allocated by family,yes,yes,,,annual crop,1
838,2,.25,timad,.0625,lem,10,rain,22,yes,allocated by family,yes,yes,,,annual crop,2
838,3,1,timad,.25,teuf,10,rain,22,yes,allocated by family,yes,yes,,,annual crop,1
838,4,.33000001,timad,.082500003,teuf,5,rain,22,yes,allocated by family,yes,yes,,,annual crop,1
838,5,.5,timad,.125,lem-teuf,15,rain,22,yes,allocated by family,yes,yes,,,annual crop,1
838,6,.5,timad,.125,lem,0,rain,4,"no, we rent it from others",,,,,100,annual crop,2
839,1,1,timad,.25,lem,60,rain,15,yes,allocated by family,yes,yes,,,annual crop,2
839,2,2,timad,.5,lem-teuf,30,rain,15,yes,allocated by family,yes,yes,,,annual crop,1
839,3,2,timad,.5,lem-teuf,60,rain,15,yes,allocated by family,yes,yes,,,annual crop,1
839,4,.5,timad,.125,teuf,0,rain,15,yes,allocated by family,yes,yes,,,annual crop,1
839,5,2,timad,.5,teuf,0,rain,3,"no, we share-cropped in",,,,.5,not available,annual crop,1
840,1,3,timad,.75,lem-teuf,0,rain,50,yes,allocated by family,yes,yes,,,annual crop,1
840,2,1,timad,.25,lem-teuf,10,rain,50,yes,allocated by family,yes,yes,,,annual crop,1
840,3,1,timad,.25,lem,30,rain,50,yes,allocated by family,yes,yes,,,annual crop,1
841,1,1,timad,.25,teuf,0,rain,21,yes,allocated by government,yes,yes,,,annual crop,1
841,2,1.5,timad,.375,lem-teuf,10,rain,21,yes,allocated by government,yes,yes,,,annual crop,1
841,3,1,timad,.25,teuf,5,rain,21,yes,allocated by government,yes,yes,,,annual crop,1
841,4,1,timad,.25,teuf,15,rain,4,"no, we share-cropped in",,,,.5,not available,annual crop,1
842,1,3,timad,.75,lem,20,rain,30,yes,allocated by family,yes,yes,,,annual crop,1
842,2,1.5,timad,.375,lem,15,rain,21,"no, we share-cropped in",,,,.5,not available,annual crop,1
842,3,1.5,timad,.375,lem-teuf,15,rain,21,"no, we share-cropped in",,,,.5,not available,annual crop,1
842,4,.5,timad,.125,lem-teuf,0,rain,30,yes,allocated by family,yes,yes,,,annual crop,1
843,1,.5,timad,.125,lem,0,rain,24,yes,inherited,yes,yes,,,annual crop,1
843,2,2,timad,.5,lem-teuf,15,rain,24,yes,inherited,yes,yes,,,annual crop,1
843,3,.5,timad,.125,lem,5,rain,24,yes,inherited,yes,yes,,,annual crop,1
843,4,1,timad,.25,lem,10,rain,24,yes,inherited,yes,yes,,,annual crop,1
844,1,.5,timad,.125,lem,0,rain,31,yes,allocated by government,yes,yes,,,annual crop,1
844,2,2,timad,.5,teuf,15,rain,31,yes,allocated by government,yes,yes,,,annual crop,1
844,3,.5,timad,.125,lem,15,rain,31,yes,allocated by government,yes,yes,,,annual crop,1
844,4,2,timad,.5,teuf,10,rain,31,yes,allocated by government,yes,yes,,,annual crop,1
844,5,2,timad,.5,teuf,10,rain,31,yes,allocated by government,yes,yes,,,annual crop,1
844,6,.5,timad,.125,lem-teuf,5,rain,31,yes,allocated by government,yes,yes,,,annual crop,1
845,1,1,timad,.25,lem-teuf,0,rain,13,yes,allocated by family,yes,yes,,,annual crop,1
845,2,1,timad,.25,teuf,10,rain,13,yes,allocated by family,yes,yes,,,annual crop,1
845,3,2,timad,.5,teuf,15,rain,13,"no, we share-cropped in",,,,.5,not available,annual crop,1
846,1,1.75,timad,.4375,teuf,5,rain,28,yes,inherited,yes,yes,,,multiple uses,
846,2,4.25,timad,1.0625,lem,10,rain,28,yes,inherited,yes,yes,,,multiple uses,
846,3,1,timad,.25,lem-teuf,0,rain,28,yes,inherited,yes,yes,,,multiple uses,
846,4,5.5,timad,1.375,lem,0,both,28,yes,inherited,yes,yes,,,multiple uses,
846,5,1,timad,.25,lem,90,rain,28,yes,inherited,yes,yes,,,multiple uses,
847,1,1,timad,.25,lem-teuf,30,rain,16,yes,allocated by government,yes,yes,,,annual crop,1
847,2,1,timad,.25,teuf,30,rain,16,yes,allocated by government,yes,yes,,,annual crop,1
847,3,1,timad,.25,lem-teuf,20,rain,16,yes,allocated by government,yes,yes,,,annual crop,1
847,4,1,timad,.25,teuf,0,rain,16,yes,allocated by government,yes,yes,,,annual crop,1
847,5,1,timad,.25,lem-teuf,30,rain,2,"no, we share-cropped in",,,,.5,not available,annual crop,1
848,1,2,timad,.5,lem-teuf,0,rain,14,yes,inherited,yes,yes,,,multiple uses,
848,2,32,timad,8,lem-teuf,5,rain,14,yes,inherited,yes,yes,,,multiple uses,
848,3,3.5,timad,.875,lem-teuf,10,rain,14,yes,inherited,yes,yes,,,multiple uses,
848,4,3,timad,.75,lem-teuf,10,rain,4,"no, we rent it from others",,,,,1000,annual crop,1
849,1,2,timad,.5,lem-teuf,30,rain,16,yes,inherited,yes,yes,,,annual crop,1
849,2,1,timad,.25,lem-teuf,15,rain,16,yes,inherited,yes,yes,,,annual crop,1
849,3,1,timad,.25,lem,5,rain,16,yes,inherited,yes,yes,,,annual crop,1
849,4,2,timad,.5,lem-teuf,0,rain,16,yes,inherited,yes,yes,,,livestock/grazing,
849,5,2,timad,.5,lem-teuf,0,both,16,yes,inherited,yes,yes,,,annual crop,1
850,1,1.75,timad,.4375,lem-teuf,0,irrigation,26,yes,allocated by family,yes,yes,,,annual crop,1
850,2,1,timad,.25,lem-teuf,5,rain,26,yes,allocated by family,yes,yes,,,annual crop,1
850,3,2,timad,.5,teuf,75,rain,26,yes,allocated by family,yes,yes,,,annual crop,1
850,4,1,timad,.25,teuf,5,rain,26,yes,allocated by family,yes,yes,,,livestock/grazing,
850,5,3.5,timad,.875,lem-teuf,30,rain,26,yes,allocated by family,yes,yes,,,annual crop,1
851,1,2,timad,.5,teuf,10,rain,20,yes,allocated by family,yes,yes,,,annual crop,1
851,2,1,timad,.25,teuf,30,rain,20,yes,allocated by family,yes,yes,,,annual crop,1
851,3,1,timad,.25,teuf,10,rain,2,"no, we share-cropped in",,,,.5,not available,annual crop,1
852,1,1,timad,.25,teuf,10,rain,27,yes,allocated by family,yes,yes,,,annual crop,1
852,2,1,timad,.25,teuf,6,rain,30,yes,allocated by government,yes,yes,,,annual crop,1
852,3,1,timad,.25,teuf,25,rain,27,yes,allocated by family,yes,yes,,,annual crop,1
852,4,2,timad,.5,teuf,25,rain,16,yes,allocated by government,yes,yes,,,annual crop,1
852,5,1,timad,.25,teuf,20,rain,3,"no, we rent it from others",,,,,400,annual crop,1
853,1,2,timad,.5,teuf,6,rain,27,yes,allocated by family,yes,yes,,,annual crop,1
853,2,2,timad,.5,teuf,10,irrigation,27,yes,allocated by family,yes,yes,,,annual crop,1
853,3,4,timad,1,teuf,60,rain,3,"no, we rent it from others",,,,,1200,annual crop,1
853,4,1,timad,.25,teuf,10,rain,5,"no, we rent it from others",,,,,1000,annual crop,1
853,5,2,timad,.5,teuf,60,rain,27,yes,allocated by family,yes,yes,,,livestock/grazing,
853,6,1,timad,.25,lem-teuf,10,irrigation,27,yes,allocated by family,yes,yes,,,annual crop,1
854,1,1.5,timad,.375,teuf,30,rain,20,yes,allocated by government,yes,yes,,,annual crop,1
854,2,.5,timad,.125,teuf,30,rain,20,yes,allocated by government,yes,yes,,,annual crop,1
854,3,1.5,timad,.375,teuf,20,rain,20,yes,allocated by government,yes,yes,,,livestock/grazing,
854,4,.5,timad,.125,teuf,10,rain,20,yes,allocated by family,yes,yes,,,annual crop,1
854,5,.5,timad,.125,teuf,30,rain,20,yes,allocated by government,yes,yes,,,annual crop,1
854,6,1.5,timad,.375,teuf,30,rain,6,"no, we rent it from others",,,,,1600,annual crop,1
855,1,1,timad,.25,teuf,15,rain,30,yes,inherited,yes,yes,,,annual crop,1
855,2,2,timad,.5,teuf,30,rain,30,yes,inherited,yes,yes,,,annual crop,1
855,3,2,timad,.5,teuf,15,rain,30,yes,inherited,yes,yes,,,annual crop,1
856,1,1,timad,.25,lem,0,rain,25,yes,allocated by family,yes,yes,,,annual crop,1
856,2,2,timad,.5,lem,5,rain,25,yes,allocated by family,yes,yes,,,annual crop,1
856,3,4,timad,1,lem,0,rain,25,yes,allocated by family,yes,yes,,,annual crop,1
856,4,.5,timad,.125,lem,30,rain,25,yes,allocated by family,yes,yes,,,annual crop,1
856,5,2.5,timad,.625,lem,60,rain,25,"no, we share-cropped in",,,,.5,not available,annual crop,1
857,1,1,timad,.25,lem,0,rain,11,yes,allocated by family,yes,yes,,,annual crop,1
857,2,.5,timad,.125,lem,25,rain,11,yes,allocated by family,yes,yes,,,annual crop,2
857,3,1,timad,.25,teuf,30,rain,11,yes,allocated by family,yes,yes,,,annual crop,2
857,4,.5,timad,.125,teuf,15,rain,11,yes,allocated by family,yes,yes,,,livestock/grazing,
