hhid,sectiong0,sectiong1,sectiong2,sectiong3a,sectiong3b,sectiong3c,sectiong4,sectiong5,sectiong6,sectiong7,sectiong8,sectiong9,sectiong10,sectiong11,sectiong12,sectiong13,sectiong14,sectiong15,sectiong16,sectiong17,sectiong18,sectiong19,sectiong20,sectiong21,sectiong22,sectiong23,sectiong24,sectiong25,sectiong26
236,3,2,tir,2,quintal,2,white,barter,1400,700,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,no,,motorized vehicle,40,15,20,man,100,,no,,no,no,yes,yes
236,3,1,tahisas,2,quintal,2,white,barter,1400,700,at wholesale market: traveling trader going elsewhere,he gives higher prices,trader shop (fixed),yes,no,,motorized vehicle,40,15,40,man,100,,no,,no,no,yes,yes
237,2,1,tir,10,quintal,10,white,cash,10000,1000,at wholesale market: traveling trader going elsewhere,i trust his weighing,trader shop (fixed),yes,no,,motorized vehicle,100,15,20,man,100,,yes,yes,no,no,no,
237,2,2,hidar,1,quintal,1,red,cash,800,800,at wholesale market: traveling trader going elsewhere,i trust his weighing,trader shop (fixed),yes,no,,motorized vehicle,100,15,20,man,100,,yes,yes,no,no,no,
238,3,1,tahisas,1,quintal,1,white,cash,900,900,at wholesale market: traveling trader going elsewhere,he pays immediately,local(weekly) market,yes,no,,motorized vehicle,28,60,5,woman,100,,no,,no,no,yes,yes
238,3,2,tir,2,quintal,2,white,cash,2000,1000,at wholesale market: traveling trader going elsewhere,he pays immediately,local(weekly) market,yes,no,,motorized vehicle,42,40,5,woman,100,,no,,no,no,yes,yes
238,3,3,sene,.25,quintal,.25,red,cash,250,1000,at wholesale market: traveling trader going elsewhere,he pays immediately,local(weekly) market,yes,no,,motorized vehicle,20,60,5,woman,100,,no,,no,no,yes,yes
239,3,3,hamle,8,quintal,8,white,cash,9600,1200,"trader with fixed shop, selling teff to addis",he is close by,local(weekly) market,yes,no,,motorized vehicle,120,30,5,man,100,,yes,yes,no,no,yes,no
239,3,1,hamle,2,quintal,2,red,cash,2000,1000,"trader with fixed shop, selling teff to addis",he is close by,local(weekly) market,yes,no,,motorized vehicle,84,20,5,man,100,,yes,yes,no,no,yes,no
239,3,2,hamle,6,quintal,6,white,cash,7200,1200,"trader with fixed shop, selling teff to addis",he is close by,local(weekly) market,yes,no,,motorized vehicle,100,30,5,man,100,,yes,yes,no,no,yes,no
240,3,1,hidar,1,quintal,1,white,cash,800,800,"trader with fixed shop, selling teff elsewhere",he gives higher prices,trader shop (fixed),yes,no,,motorized vehicle,50,15,5,man,100,,no,,no,no,yes,no
240,3,2,tahisas,1,quintal,1,magna,cash,800,800,"trader with fixed shop, selling teff elsewhere",he gives higher prices,trader shop (fixed),yes,no,,motorized vehicle,50,15,5,man,100,,no,,no,no,yes,no
240,3,3,miazia,1,quintal,1,magna,cash,900,900,"trader with fixed shop, selling teff elsewhere",he gives higher prices,trader shop (fixed),yes,no,,motorized vehicle,50,15,5,man,100,,no,,no,no,yes,no
241,2,2,megabit,2,quintal,2,white,cash,2500,1250,"trader with fixed shop, selling teff elsewhere",i trust his weighing,trader shop (fixed),yes,yes,3,own donkey,50,180,20,mix,100,,no,,no,no,no,
241,2,1,tir,3,quintal,3,white,cash,3600,1200,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,yes,2,own donkey,50,180,20,mix,100,,no,,no,no,no,
242,4,2,tir,2,quintal,2,white,cash,1800,900,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,yes,2,own donkey,20,120,60,man,100,,no,,no,no,no,
242,4,3,miazia,1,quintal,1,white,cash,1010,1010,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,yes,3,own donkey,20,120,15,mix,100,,no,,no,no,no,
242,4,1,tir,2,quintal,2,white,cash,1800,900,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,yes,3,own donkey,20,120,60,man,100,,no,,no,no,no,
242,4,4,sene,3,quintal,3,white,cash,3090,1030,"trader with fixed shop, selling teff elsewhere",he gives higher prices,trader shop (fixed),yes,yes,3,own donkey,20,120,15,mix,100,,no,,no,no,no,
243,1,1,tir,4,quintal,4,white,cash,4400,1100,farmer-trader in the village,he buys at the farmgate,on the farm or home,yes,yes,2,none,0,0,5,man,100,,no,,no,no,no,
244,1,1,tir,1.5,quintal,1.5,white,cash,1425,950,at wholesale market: traveling trader going elsewhere,the buyer  is a relative,local(weekly) market,yes,yes,2,other donkeys,25,240,30,man,100,,yes,no,no,no,no,
245,2,1,yekatit,4,quintal,4,white,cash,4800,1200,at wholesale market: traveling trader going elsewhere,the buyer  is a relative,trader shop (fixed),no,no,,own donkey,50,120,20,mix,100,,yes,no,no,no,no,
245,2,2,miazia,3,quintal,3,white,cash,3750,1250,at wholesale market: traveling trader going elsewhere,the buyer  is a relative,trader shop (fixed),no,no,,own donkey,50,120,10,mix,100,,yes,yes,no,no,no,
246,1,1,tir,4,quintal,4,white,cash,6400,1600,at wholesale market: traveling trader going elsewhere,i trust his weighing,local(weekly) market,yes,yes,3,own donkey,50,180,40,man,100,,no,,no,no,no,
247,2,2,megabit,4,quintal,4,white,cash,5000,1250,"trader with fixed shop, selling teff elsewhere",he gives higher prices,trader shop (fixed),yes,yes,2,own donkey,50,240,30,man,100,,yes,no,no,no,no,
247,2,1,tir,4,quintal,4,white,cash,4400,1100,"trader with fixed shop, selling teff elsewhere",he gives higher prices,trader shop (fixed),yes,yes,2,own donkey,40,240,20,man,100,,yes,no,no,no,no,
248,2,1,tir,2,quintal,2,white,cash,2000,1000,"trader with fixed shop, selling teff elsewhere",he is close by,trader shop (fixed),yes,yes,2,own donkey,30,180,30,man,100,,no,,no,no,no,
248,2,2,sene,3,quintal,3,white,cash,3000,1200,"trader with fixed shop, selling teff elsewhere",he is close by,trader shop (fixed),yes,yes,2,own donkey,50,180,30,mix,100,,no,,no,no,no,
249,3,1,hidar,.5,quintal,.5,white,cash,300,600,assemblers from outside village,there is only a single buyer,local(weekly) market,yes,no,,own donkey,0,120,40,man,100,,no,,no,no,yes,yes
249,3,3,miazia,.5,quintal,.5,white,cash,400,800,assemblers from outside village,there is only a single buyer,local(weekly) market,yes,yes,2,own donkey,0,120,40,mix,100,,no,,no,no,yes,no
249,3,2,tahisas,1,quintal,1,white,cash,600,600,assemblers from outside village,there is only a single buyer,local(weekly) market,yes,yes,2,own donkey,0,120,60,man,100,,no,,no,no,yes,no
250,2,2,miazia,10,quintal,10,white,cash,12000,1200,"trader with fixed shop, selling teff elsewhere",he gives higher prices,trader shop (fixed),yes,no,,own and other donkeys,100,240,60,man,100,,no,,no,yes,yes,no
250,2,1,megabit,10,quintal,10,white,cash,12000,1200,"trader with fixed shop, selling teff elsewhere",he gives higher prices,trader shop (fixed),yes,no,,own and other donkeys,80,240,60,man,100,,no,,no,yes,yes,no
251,3,2,tir,3,quintal,3,magna,cash,2400,800,farmer-trader in the village,the buyer  is a relative,trader shop (fixed),yes,yes,2,own donkey,40,150,30,woman,100,,yes,yes,no,yes,no,
251,3,1,tahisas,4,quintal,4,magna,cash,2600,650,farmer-trader in the village,the buyer  is a relative,trader shop (fixed),yes,yes,2,own donkey,60,150,60,woman,100,,yes,yes,no,no,no,
251,3,3,sene,3,quintal,3,magna,cash,2700,900,farmer-trader in the village,the buyer  is a relative,trader shop (fixed),yes,yes,1,own donkey,50,150,30,man,100,,yes,yes,no,yes,no,
252,2,2,miazia,3,quintal,3,white,cash,2700,900,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,no,yes,3,own donkey,0,180,60,man,100,,no,,no,no,no,
252,2,1,tir,3,quintal,3,white,cash,2400,800,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,no,yes,2,own donkey,0,180,60,woman,100,,no,,no,no,yes,no
253,1,1,hamle,8,quintal,8,white,cash,9600,1200,hotel,he gives higher prices,on the farm or home,no,yes,2,rented cart,96,240,40,man,100,,no,,no,yes,no,
254,2,1,tahisas,1,quintal,1,white,cash,900,900,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,yes,2,own donkey,0,180,40,man,100,,no,,no,no,yes,yes
254,2,2,tir,.69999999,quintal,.69999999,white,cash,630,900,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,yes,2,own donkey,0,180,40,man,100,,no,,no,no,no,
255,2,2,sene,12,quintal,12,white,cash,15000,1250,at wholesale market: traveling trader going elsewhere,he gives higher prices,trader shop (fixed),yes,yes,3,own donkey,100,120,30,mix,100,,yes,no,no,no,no,
255,2,1,miazia,10,quintal,10,white,cash,12000,1200,at wholesale market: traveling trader going elsewhere,he gives higher prices,trader shop (fixed),yes,yes,4,own donkey,100,120,20,man,100,,yes,no,no,no,no,
256,2,1,hidar,2,quintal,2,white,cash,1700,850,"trader with fixed shop, selling teff elsewhere",he gives higher prices,local(weekly) market,yes,no,,motorized vehicle,40,40,30,man,100,,no,,no,no,yes,yes
256,2,2,tahisas,2,quintal,2,white,cash,1800,900,"trader with fixed shop, selling teff elsewhere",he gives higher prices,local(weekly) market,yes,yes,2,motorized vehicle,40,40,30,woman,100,,no,,no,no,yes,no
257,3,3,sene,6,quintal,6,white,cash,9600,1600,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,no,,motorized vehicle,70,30,120,man,100,,no,,no,no,no,
257,3,2,ginbot,6,quintal,6,white,cash,8400,1400,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,no,,motorized vehicle,70,30,120,man,100,,no,,no,no,no,
257,3,1,tahisas,2,quintal,2,white,cash,1600,800,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,no,,motorized vehicle,30,30,60,man,100,,no,,no,no,yes,yes
258,2,1,hidar,3,quintal,3,white,cash,2850,950,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,no,,motorized vehicle,50,40,30,man,100,,no,,no,no,yes,no
258,2,2,sene,16,quintal,16,white,cash,25600,1600,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,no,,motorized vehicle,185,40,120,man,100,,no,,no,no,no,
259,2,1,sene,10,quintal,10,white,cash,15000,1500,"trader with fixed shop, selling teff elsewhere",he gives higher prices,trader shop (fixed),yes,yes,3,own and other donkeys,0,300,40,mix,100,,no,,no,no,no,
259,2,2,hamle,10,quintal,10,white,cash,15000,1500,"trader with fixed shop, selling teff elsewhere",he gives higher prices,trader shop (fixed),yes,yes,4,own and other donkeys,0,300,60,mix,100,,no,,no,no,no,
260,4,2,sene,5,quintal,5,white,cash,6000,1200,"trader with fixed shop, selling teff elsewhere",the buyer  is a relative,trader shop (fixed),yes,yes,4,own donkey,100,180,30,man,100,,yes,no,no,no,no,
260,4,4,meskerem,10,quintal,10,white,cash,15500,1550,"trader with fixed shop, selling teff elsewhere",the buyer  is a relative,trader shop (fixed),yes,yes,3,own donkey,150,180,60,mix,100,,yes,no,no,no,no,
260,4,1,miazia,5,quintal,5,white,cash,5000,1000,"trader with fixed shop, selling teff elsewhere",the buyer  is a relative,trader shop (fixed),yes,yes,3,own donkey,100,180,30,man,100,,yes,no,no,no,no,
260,4,3,nehase,10,quintal,10,white,cash,15000,1500,"trader with fixed shop, selling teff elsewhere",the buyer  is a relative,trader shop (fixed),yes,yes,3,own donkey,150,180,60,man,100,,yes,no,no,no,no,
261,1,1,hamle,190,quintal,190,white,cash,304000,1600,"trader with fixed shop, selling teff elsewhere",he gives higher prices,trader shop (fixed),no,yes,4,motorized vehicle,6840,120,300,man,100,,yes,yes,no,no,no,
262,2,1,tir,.5,quintal,.5,white,cash,450,900,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,no,no,,own donkey,0,240,30,man,100,,no,,no,no,yes,yes
262,2,2,megabit,4,quintal,4,white,cash,3600,900,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,no,yes,2,own donkey,0,240,50,man,100,,no,,no,no,no,
263,2,1,tir,3.5,quintal,3.5,white,cash,3325,950,cooperative,he gives higher prices,cooperative,no,yes,2,own donkey,0,20,30,man,100,,yes,no,no,yes,yes,yes
263,2,2,hamle,3.5,quintal,3.5,white,cash,5075,1450,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,no,yes,3,own donkey,50,150,60,man,100,,yes,no,no,yes,no,
264,1,1,hamle,3,quintal,3,white,cash,3900,1300,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,yes,2,own and other donkeys,0,120,40,mix,100,,no,,no,no,yes,no
265,3,3,nehase,13,quintal,13,white,cash,19500,1500,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,no,yes,3,own and other donkeys,50,120,120,mix,100,,no,,no,no,no,
265,3,2,sene,4,quintal,4,white,cash,5200,1300,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,no,yes,2,own donkey,0,120,30,woman,100,,no,,no,no,no,
265,3,1,yekatit,3,quintal,3,white,cash,2700,900,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,no,yes,2,own donkey,0,120,30,man,100,,no,,no,no,yes,yes
266,2,1,miazia,4,quintal,4,white,cash,5400,1350,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,no,yes,2,own donkey,0,120,30,man,100,,no,,no,no,no,
266,2,2,hamle,6,quintal,6,white,cash,9300,1550,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,no,no,,own and other donkeys,0,120,60,man,100,,no,,no,no,no,
267,1,1,tahisas,1,medeb,1,red,cash,700,700,"trader with fixed shop, selling teff elsewhere",he pays immediately,on the farm or home,no,yes,2,by foot,0,10,5,man,100,,no,,no,no,yes,no
268,2,1,meskerem,30,quintal,30,white,cash,30000,1000,"trader with fixed shop, selling teff elsewhere",he gives higher prices,roadside,no,yes,3,motorized vehicle,370,45,45,man,100,,yes,no,no,no,no,
268,2,2,tikimt,4.5,quintal,4.5,white,cash,4950,1100,"trader with fixed shop, selling teff elsewhere",he gives higher prices,roadside,no,yes,3,motorized vehicle,60,45,45,man,100,,yes,no,no,no,no,
269,2,2,yekatit,.5,quintal,.5,red,cash,400,800,"trader with fixed shop, selling teff elsewhere",there is no real difference with other traders,trader shop (fixed),no,yes,1,rented cart,6,60,10,man,100,,no,,no,no,no,
269,2,1,tahisas,2,quintal,2,red,cash,1500,750,"trader with fixed shop, selling teff elsewhere",there is no real difference with other traders,trader shop (fixed),no,yes,2,rented cart,24,60,10,man,100,,no,,no,no,yes,yes
270,2,2,nehase,8,quintal,8,white,cash,12000,1500,at wholesale market: traveling trader going elsewhere,he accepts large quantities,local(weekly) market,yes,no,,own and other donkeys,0,120,40,man,100,,no,,no,no,no,
270,2,1,sene,8,quintal,8,white,cash,9600,1200,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,yes,2,own and other donkeys,0,120,40,man,100,,no,,no,no,no,
271,1,1,tir,1.5,quintal,1.5,red,cash,1500,1000,"trader with fixed shop, selling teff elsewhere",he gives higher prices,local(weekly) market,yes,yes,5,own cart,50,180,40,man,100,,no,,no,no,no,
272,1,1,tir,2,quintal,2,white,cash,1800,900,"trader with fixed shop, selling teff elsewhere",he gives higher prices,local(weekly) market,no,yes,2,own cart,0,160,60,man,100,,no,,no,no,yes,no
273,2,1,hidar,2.5,quintal,2.5,white,cash,2875,950,"trader with fixed shop, selling teff elsewhere",he gives higher prices,local(weekly) market,yes,no,,other donkeys,20,180,60,man,100,,no,,no,no,yes,yes
273,2,2,tir,2.5,quintal,2.5,white,cash,2500,1000,"trader with fixed shop, selling teff elsewhere",he gives higher prices,local(weekly) market,yes,yes,2,other donkeys,20,180,60,man,100,,no,,no,no,yes,no
274,3,1,sene,2,quintal,2,red,cash,1800,900,consumer,he gives higher prices,local(weekly) market,no,no,,rented cart,30,150,2,mix,100,,no,,no,no,no,
274,3,3,nehase,4,quintal,4,red,cash,4800,1200,consumer,he gives higher prices,local(weekly) market,no,no,,rented cart,60,150,4,mix,100,,no,,no,no,no,
274,3,2,hamle,3,quintal,3,red,cash,2700,900,consumer,he gives higher prices,local(weekly) market,no,no,,rented cart,45,150,3,mix,100,,no,,no,no,no,
275,2,1,tir,6,quintal,6,mix,cash,5400,900,"trader with fixed shop, selling teff elsewhere",he gives higher prices,local(weekly) market,no,no,,own donkey,0,140,30,man,100,,yes,yes,no,no,yes,no
275,2,2,hamle,12,quintal,12,mix,cash,14400,1200,"trader with fixed shop, selling teff elsewhere",he gives higher prices,local(weekly) market,no,yes,2,own and other donkeys,100,140,90,man,100,,yes,yes,no,no,no,
276,2,2,hamle,3,quintal,3,red,cash,2850,950,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),yes,no,,own cart,0,120,60,mix,100,,no,,no,no,yes,no
276,2,1,hidar,5,quintal,5,white,cash,4500,900,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),yes,no,,own cart,0,120,60,mix,100,,no,,no,no,yes,no
277,1,1,miazia,2,quintal,2,white,cash,2400,1200,at wholesale market: traveling trader going elsewhere,the buyer  is a relative,trader shop (fixed),yes,no,,own donkey,50,210,20,man,100,,no,,no,no,yes,no
278,2,1,tahisas,6,quintal,6,magna,cash,4800,800,at wholesale market: traveling trader going elsewhere,there is no real difference with other traders,trader shop (fixed),yes,no,,own and other donkeys,150,150,20,man,100,,no,,no,no,yes,no
278,2,2,sene,8,quintal,8,magna,cash,9600,1200,at wholesale market: traveling trader going elsewhere,there is no real difference with other traders,trader shop (fixed),yes,no,,own and other donkeys,250,150,40,man,100,,no,,no,no,yes,no
279,2,1,tahisas,2.5,quintal,2.5,white,cash,2250,900,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),yes,no,,rented cart,150,120,30,man,100,,no,,no,no,yes,no
