hhid,sectionf31,sectionf32,sectionf33,sectionf34,sectionf35,sectionf36,sectionf37,sectionf38,sectionf39,sectionf310,sectionf311
592,5,1,1,1,.5,1,1,40,24,2-4-d,0
593,1,2,1,1,1,1,1,25,28,2-4-d,0
593,2,1,1.25,1,1.25,1,1,25,35,2-4-d,0
593,3,1,.75,1,.75,1,1,25,21,2-4-d,0
593,4,1,.5,1,.5,1,1,25,14,2-4-d,0
593,5,1,1.25,1,1.25,1,1,25,35,2-4-d,0
594,2,1,1,1,1,1,1,30,36,2-4-d,45
594,3,1,1,1,1,1,1,30,36,2-4-d,45
595,1,1,.75,1,.5,1,1,30,24,2-4-d,0
595,2,1,.5,1,.25,1,1,30,16,2-4-d,0
595,2,3,.5,1,.25,1,1,30,16,2-4-d,0
595,4,1,1,1,.30000001,1,1,30,12,2-4-d,0
596,2,1,.5,1,.5,1,0,,36,2-4-d,0
596,3,1,.38,1,.38,1,0,,24,2-4-d,0
597,2,1,.40000001,1,.1,1,1,15,10,2-4-d,0
597,6,1,.40000001,1,0,,1,15,10,2-4-d,0
598,2,1,.5,1,0,,1,30,21,2-4-d,0
598,6,1,.16,1,0,,1,30,10.5,2-4-d,0
599,2,1,.5,1,.40000001,1,1,30,16,2-4-d,0
600,2,1,1.5,1,0,,1,20,27,2-4-d,0
600,3,1,.75,1,0,,1,20,13.5,2-4-d,0
600,8,1,.5,1,.5,1,1,20,18,2-4-d,0
601,1,1,.5,1,.5,1,1,30,0,,0
601,1,3,.25,1,.25,1,1,30,0,,0
601,2,1,1,1,.75,1,1,30,0,,0
602,1,1,.5,1,.25,1,1,20,15,2-4-d,0
602,3,1,.5,1,.25,1,1,20,15,2-4-d,0
603,1,1,1,1,.75,1,0,,40,2-4-d,0
603,2,1,.75,1,.25,1,0,,20,2-4-d,0
603,4,1,.5,1,.25,1,0,,15,2-4-d,0
604,2,1,1.5,1,1,1,2,30,49,2-4-d,0
604,5,1,1,1,.5,1,2,30,21,2-4-d,0
604,6,1,1.5,1,.5,1,2,30,28,2-4-d,0
604,7,1,.5,1,.5,1,2,30,14,2-4-d,0
606,1,1,1,1,1,1,1,30,42,2-4-d,0
607,1,1,.40000001,1,.40000001,1,2,30,0,,0
607,2,1,.2,1,.2,1,2,30,0,,0
607,3,1,.2,1,.2,1,2,30,0,,0
607,4,1,.2,1,.2,1,2,30,0,,0
608,2,1,1.5,1,1.5,1,1,30,80,2-4-d,0
609,2,1,1,1,1,1,1,30,0,,0
609,3,1,.25,1,.25,1,1,30,0,,0
609,4,1,.2,1,.15000001,1,1,30,0,,0
609,5,1,.5,1,.25,1,1,30,0,,0
609,6,1,.25,1,.25,1,1,30,0,,0
610,2,1,.25,1,.25,1,1,30,0,,0
610,3,1,.75,1,.75,1,1,30,0,,0
610,4,1,.25,1,.25,1,1,30,0,,0
610,5,1,.25,1,.25,1,1,30,0,,0
610,6,1,.25,1,.25,1,1,30,0,,0
622,1,1,.5,1,.5,2,1,40,20,do not know,0
622,1,2,.5,1,.5,2,1,40,20,do not know,0
622,3,1,.5,1,.5,2,1,40,20,do not know,0
622,6,1,.5,1,.5,2,1,40,20,do not know,0
623,2,1,.13,1,.30000001,2,1,30,15,do not know,0
623,3,1,.5,1,.75,2,1,30,30,do not know,0
623,8,1,.13,1,.30000001,2,1,30,45,do not know,0
624,5,1,1,1,.2,1,0,,30,2-4-d,0
624,9,1,.25,1,.13,1,0,,10,2-4-d,0
624,10,1,.2,1,.039999999,1,0,,10,2-4-d,0
625,3,1,.80000001,2,.25,1,2,27,12,2-4-d,0
626,2,1,.5,1,.5,2,1,30,30,do not know,0
626,7,1,.25,1,.25,2,1,30,80,do not know,0
627,1,1,1,1,.75,2,2,21,40,2-4-d,0
627,2,1,.75,1,.75,2,2,21,30,2-4-d,0
627,3,1,.5,1,.25,2,2,21,10,2-4-d,0
628,1,1,.25,1,.25,1,1,45,14,do not know,0
628,2,3,1,1,.5,1,1,45,28,do not know,0
628,3,1,.13,1,.12,1,1,45,7,do not know,0
628,4,1,.13,1,.12,1,1,45,7,do not know,0
629,1,2,.14,1,.14,1,1,21,7,2-4-d,0
629,2,1,.16,1,.16,1,1,21,7,2-4-d,0
629,7,1,.12,1,.12,1,1,21,7,2-4-d,0
629,8,1,.14,1,.14,1,1,21,7,2-4-d,0
630,2,1,.25,1,.1,2,2,30,0,,27
630,4,1,.12,1,.1,2,2,30,0,,27
630,6,1,.1,1,.1,2,2,30,0,,19
631,2,1,1,1,1,2,1,45,12,do not know,70
633,1,1,.5,1,.5,2,1,21,40,do not know,60
633,3,1,.12,1,.12,2,1,21,14,do not know,15
634,1,1,.2,1,.25,2,0,,10,2-4-d,15
634,2,1,.5,1,.55000001,2,1,50,25,2-4-d,45
634,3,1,.1,1,.1,2,0,,5,2-4-d,7
634,6,1,.15000001,1,.5,1,2,30,10,2-4-d,15
634,7,1,.5,1,.55000001,2,0,,30,2-4-d,45
634,9,1,.1,1,.1,2,1,50,5,2-4-d,7
634,1,4,.2,1,.40000001,2,0,,0,,0
635,1,1,.25,1,.25,2,0,,24,do not know,30
635,2,1,.059999999,1,.059999999,1,0,,0,,7
635,4,1,.12,1,.13,1,0,,12,do not know,15
635,5,1,.25,1,.25,2,0,,24,do not know,30
635,6,1,.25,1,.25,1,0,,24,do not know,30
635,7,1,.30000001,1,.30000001,2,1,30,36,do not know,45
635,8,1,.029999999,1,.029999999,1,0,,0,,7
636,1,1,.5,1,.5,2,1,30,20,do not know,30
636,2,1,.25,1,.5,2,1,30,20,do not know,30
636,6,1,.1,1,.1,1,1,30,10,do not know,15
636,8,1,.2,1,.5,2,0,,0,,30
636,10,1,.5,1,.5,2,0,,40,do not know,60
636,11,1,.25,1,.25,2,1,30,20,do not know,30
637,1,3,1,1,1.5,2,0,,40,2-4-d,60
637,2,1,.5,1,1,2,0,,16,2-4-d,20
637,3,1,.5,1,1,2,0,,16,2-4-d,20
637,7,1,.25,1,.5,2,0,,10,2-4-d,15
637,8,1,.5,1,1,2,0,,40,2-4-d,60
637,9,2,.5,1,1.25,2,0,,24,2-4-d,32
637,10,1,.5,1,1,2,0,,16,2-4-d,22
637,11,1,.25,1,.5,2,0,,16,2-4-d,22
637,13,1,.5,1,1,2,0,,24,2-4-d,32
638,1,1,.5,1,.25,1,1,25,30,do not know,0
638,3,1,.5,1,.34999999,1,1,25,45,do not know,0
638,4,1,.25,1,.25,1,1,25,30,do not know,0
638,6,1,.5,1,.25,1,1,25,45,do not know,0
638,10,1,.5,1,.25,1,1,25,30,do not know,0
639,2,1,1,1,.5,1,1,40,80,do not know,186
639,3,1,.5,1,.30000001,1,1,40,20,do not know,46
639,4,1,1,1,.5,1,1,40,50,do not know,116
639,8,1,.75,1,.40000001,1,1,40,30,do not know,70
640,1,1,.2,1,.15000001,1,1,45,30,do not know,0
640,3,1,12,1,.050000001,1,1,45,20,do not know,0
761,1,1,.5,1,1,1,1,45,86,do not know,0
762,1,1,.30000001,1,.30000001,1,1,65,17,do not know,0
762,2,1,.25,1,.25,1,1,65,17,do not know,0
762,3,1,1,1,1,1,1,65,51,do not know,0
762,4,1,.80000001,1,.80000001,1,1,65,29,do not know,0
762,5,1,.30000001,1,.30000001,1,1,65,17,do not know,0
763,4,1,.2,1,.1,2,0,,22,do not know,20
763,5,1,.5,1,.30000001,2,0,,33,do not know,30
763,6,1,.12,1,.12,2,0,,11,do not know,10
763,7,1,.12,1,.12,2,0,,33,do not know,30
763,8,1,.12,1,.12,2,0,,11,do not know,10
763,9,1,.2,1,.12,2,0,,11,do not know,10
764,1,1,.5,2,.5,2,1,4,30,2-4-d,0
770,1,1,.30000001,1,.15000001,1,1,55,78,2-4-d,0
770,2,1,0,,0,,1,55,94,2-4-d,0
770,3,1,.2,1,.1,1,1,55,36,2-4-d,0
767,2,1,.25,2,.25,2,1,40,19,do not know,24
767,3,1,.2,2,.25,2,1,49,19,do not know,24
768,2,1,.25,1,.25,1,1,40,10,2-4-d,0
768,3,1,.25,1,.25,1,1,52,20,2-4-d,0
768,4,1,.25,1,.25,1,1,60,20,2-4-d,0
766,2,1,1,3,.5,3,1,30,40,other,16
766,4,1,1,3,.5,3,1,30,40,other,16
766,5,1,.40000001,3,.25,1,1,29,40,other,16
766,7,1,.25,2,.25,1,1,30,40,other,16
769,1,1,.5,2,.25,2,1,54,15,do not know,0
769,2,1,.60000002,2,.25,2,1,61,15,do not know,0
769,4,1,.5,2,.25,2,1,43,20,do not know,0
769,5,1,.5,2,.25,2,1,61,15,do not know,0
765,1,1,.2,1,.12,2,0,,0,,0
765,2,1,.2,1,.1,2,0,,22,do not know,22
765,3,1,.30000001,1,.2,2,0,,0,,0
765,9,1,.15000001,1,.1,2,0,,0,,0
765,10,1,.15000001,1,.1,2,0,,0,,0
771,1,1,.25,2,.25,3,1,55,18,2-4-d,0
771,2,1,.25,2,.25,2,1,45,23,2-4-d,0
771,3,1,.25,2,.25,2,1,60,18,2-4-d,0
771,4,1,.13,2,.13,1,1,55,27,2-4-d,0
771,5,1,.25,2,.25,2,1,55,32,2-4-d,0
771,6,1,.25,2,.25,2,1,55,18,2-4-d,0
772,1,1,.15000001,2,.25,2,0,,15,2-4-d,15
772,2,1,.15000001,2,.25,2,0,,15,2-4-d,15
772,3,1,.15000001,2,.25,2,0,,15,other,15
772,4,2,.15000001,2,.25,2,0,,15,other,15
775,1,1,1,2,1,2,0,,25,2-4-d,10
775,3,1,1,2,1,2,0,,20,2-4-d,10
774,1,1,1,2,1,2,0,,200,do not know,40
774,2,1,1,2,1,2,0,,80,do not know,40
774,5,1,0,,0,,0,,0,,0
773,1,1,1,2,1,2,1,30,150,2-4-d,0
773,2,1,1,2,1,2,1,30,150,2-4-d,0
773,6,1,.5,2,.5,2,1,30,150,2-4-d,0
773,9,1,1,2,1,2,1,30,150,2-4-d,0
773,11,1,1,2,1,2,1,30,150,2-4-d,0
776,1,1,.30000001,1,.16,2,0,,36,2-4-d,48
776,2,1,.12,1,.079999998,2,0,,12,2-4-d,18
776,4,1,.059999999,1,.039999999,2,0,,6,2-4-d,9
776,5,1,.12,1,.079999998,2,0,,12,2-4-d,18
776,9,1,.12,1,.079999998,2,0,,12,2-4-d,18
776,10,1,.12,1,.079999998,2,0,,12,2-4-d,18
776,11,1,.12,1,.079999998,2,0,,12,2-4-d,18
781,2,1,.30000001,1,.2,2,0,,30,2-4-d,0
782,3,1,.5,1,.25,1,0,,30,2-4-d,190
782,4,1,.5,1,.25,1,0,,50,2-4-d,300
783,1,1,.25,2,.25,2,2,3,30,2-4-d,100
784,1,1,1,1,0,,1,49,192,2-4-d,0
785,1,1,0,,.1,1,1,40,33,2-4-d,0
785,2,1,0,,.15000001,1,1,40,49.5,2-4-d,0
785,3,1,0,,.25,1,1,40,71,2-4-d,0
786,2,2,.13,1,.13,1,1,2,12,2-4-d,0
787,1,1,0,,0,,1,60,0,,4
788,1,1,.5,1,.5,1,1,45,85,2-4-d,0
788,2,1,.5,1,.5,1,1,45,40,2-4-d,0
788,3,1,.1,1,.20999999,1,1,45,40,2-4-d,0
789,2,1,.34999999,1,0,,1,45,30,2-4-d,0
790,1,1,.14,1,0,,1,60,30,2-4-d,0
790,2,1,.23,1,0,,1,60,36,2-4-d,0
790,3,1,.22,1,0,,1,60,48,2-4-d,0
791,1,1,.40000001,1,0,,1,45,200,do not know,0
792,1,1,.25,1,.25,1,1,6,19,do not know,0
792,3,1,.30000001,1,.30000001,1,0,,48,do not know,0
792,4,1,.2,1,.2,1,0,,38,do not know,0
792,5,1,0,,.5,1,0,,38,do not know,0
793,1,1,.16,1,.16,2,1,45,16,do not know,0
793,2,1,.30000001,1,.40000001,2,1,45,27,do not know,0
794,1,1,.25,2,.25,2,1,40,20,do not know,0
795,1,1,0,,0,,1,45,35,2-4-d,0
796,1,1,.30000001,2,.30000001,2,1,60,24,do not know,12
796,2,1,.2,2,.2,2,1,60,16,do not know,18
797,1,1,.5,2,.5,2,1,40,0,,0
797,2,1,.25,2,.25,2,1,40,0,,0
798,1,1,.80000001,1,.69999999,2,1,45,15,2-4-d,40
798,2,1,.80000001,1,.69999999,2,1,45,15,2-4-d,40
798,4,1,.15000001,1,.16,2,1,60,30,2-4-d,40
798,6,1,1,1,.5,2,1,60,75,2-4-d,120
798,7,1,.69999999,1,.69999999,2,1,40,15,2-4-d,40
799,1,1,.25,1,.25,1,1,54,15,do not know,0
799,2,1,.25,1,.25,1,1,54,15,do not know,0
799,3,1,.2,1,.2,1,1,54,10,do not know,0
799,4,1,.5,1,.5,1,1,54,30,do not know,0
800,1,1,.5,1,.5,1,1,51,30,2-4-d,0
800,2,1,.30000001,1,.30000001,1,1,51,18,2-4-d,0
800,3,1,0,,.1,1,1,54,0,,1
800,4,1,.25,1,.25,1,1,54,15,2-4-d,0
778,1,1,0,,.1,1,1,45,40,2-4-d,0
778,2,1,0,,.2,1,1,45,60,2-4-d,0
778,3,1,0,,.30000001,1,2,45,90,2-4-d,0
778,4,1,0,,.1,1,1,45,42,2-4-d,0
779,1,1,0,,.15000001,1,1,30,20,do not know,0
779,2,1,0,,.2,1,1,30,35,do not know,0
779,3,1,0,,.18000001,1,1,30,20,do not know,0
780,1,2,.5,2,.5,2,0,,14,2-4-d,20
780,4,1,.75,2,.25,2,0,,60,2-4-d,15
780,5,1,.75,2,.75,2,0,,42,2-4-d,20
128,2,1,.33000001,1,.13,2,1,10,15,do not know,0
128,3,1,.75,1,.25,2,1,14,30,do not know,0
128,4,1,.5,1,.13,2,1,14,20,do not know,0
128,5,1,.13,1,.059999999,2,1,15,7,do not know,0
128,6,1,.25,1,.059999999,2,1,21,30,do not know,0
128,7,1,.75,1,.25,2,1,15,30,do not know,0
128,8,1,.75,1,.25,2,1,15,30,do not know,0
128,10,4,.25,1,.13,2,1,15,30,do not know,0
128,11,2,.25,1,.13,2,1,21,10,do not know,0
128,12,1,.75,1,.13,2,1,21,30,do not know,0
128,13,1,.25,1,.13,2,1,10,10,do not know,0
128,13,2,.75,1,.25,2,1,10,30,do not know,0
261,1,1,1,1,.2,1,2,30,32,2-4-d,0
261,2,1,5,1,2.5,1,2,30,160,2-4-d,0
261,3,1,5,1,2.5,1,2,35,160,2-4-d,0
261,4,1,3,1,1.5,1,2,35,96,2-4-d,0
261,5,1,5,1,2.5,1,2,40,160,2-4-d,0
261,6,1,3,1,1.5,1,2,40,96,2-4-d,0
777,3,1,.5,2,.5,2,0,,14,do not know,8
777,4,1,.25,2,.25,2,0,,7,do not know,4
777,8,1,.5,2,.5,2,0,,14,do not know,8
777,10,1,.5,2,.5,2,0,,14,do not know,8
777,11,1,.5,2,.5,2,0,,14,do not know,8
777,12,1,.25,2,.25,2,0,,7,do not know,4
777,13,1,.25,2,.25,2,0,,7,do not know,4
777,14,1,.25,2,.25,2,0,,7,do not know,4
777,15,1,.25,2,.25,2,0,,7,do not know,4
181,1,1,2,1,1,1,2,20,70,2-4-d,0
181,2,1,3,1,1.5,1,3,18,70,2-4-d,0
181,3,1,1.5,1,.75,1,2,15,70,2-4-d,0
181,4,1,1.5,1,.75,1,2,15,70,2-4-d,0
181,5,1,3.75,1,1.8,1,3,15,70,2-4-d,0
181,6,1,3,1,1.5,1,3,15,70,2-4-d,0
181,7,1,3.75,1,1.8,1,2,20,70,2-4-d,0
620,3,1,.75,1,.5,2,1,21,16,2-4-d,40
620,7,1,.15000001,1,.5,1,1,21,8,2-4-d,0
620,8,1,.2,1,.25,2,1,21,8,2-4-d,0
620,10,1,.75,1,0,,2,21,24,2-4-d,80
620,11,1,1.3,1,.5,2,1,21,32,2-4-d,20
620,12,1,.2,1,.1,22,1,21,8,2-4-d,20
620,6,1,.25,1,.25,2,0,,12,2-4-d,30
605,1,1,1,1,1,1,0,,21,2-4-d,0
605,2,1,1.5,1,1.5,1,0,,25,2-4-d,0
605,3,1,1.5,1,1.5,1,0,,30,2-4-d,0
605,4,1,1,1,1,1,0,,16,2-4-d,0
605,5,1,1,1,1,1,1,30,20,2-4-d,0
605,6,1,.75,1,.75,1,0,,25,2-4-d,0
605,7,1,.5,1,.5,1,0,,26,2-4-d,0
605,8,1,.5,1,.5,1,0,,30,2-4-d,0
605,9,1,1,1,1,1,0,,28,2-4-d,0
605,10,1,1.25,1,1.25,1,0,,32,2-4-d,0
605,11,1,1,1,1,1,0,,16,2-4-d,0
